Clave Entidad,Nombre Entidad,Clave Distrito,Nombre Distrito,Clave Municipio,Nombre Municipio,Seccion,Lista Hombres,Lista Mujeres,Lista No Binario,Lista Nominal
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,337.0,1704,1887,0,3591
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,338.0,433,497,0,930
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,339.0,371,447,0,818
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,340.0,190,220,0,410
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,341.0,314,350,0,664
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,342.0,612,652,0,1264
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,343.0,473,562,0,1035
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,344.0,517,577,0,1094
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,345.0,221,246,0,467
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,346.0,330,371,0,701
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,347.0,435,487,0,922
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,348.0,273,309,0,582
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,349.0,313,353,0,666
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,350.0,308,339,0,647
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,351.0,278,302,0,580
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,352.0,516,598,0,1114
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,353.0,373,376,0,749
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,354.0,338,363,0,701
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,355.0,276,257,0,533
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,356.0,316,333,0,649
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,357.0,476,528,0,1004
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,358.0,415,471,0,886
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,359.0,467,546,0,1013
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,360.0,302,362,0,664
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,361.0,534,555,0,1089
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,362.0,428,494,0,922
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,363.0,537,622,0,1159
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,364.0,370,407,0,777
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,365.0,530,538,0,1068
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,366.0,259,297,0,556
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,367.0,280,305,0,585
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,368.0,399,419,0,818
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,369.0,223,191,0,414
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,370.0,331,327,0,658
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,371.0,607,619,0,1226
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,372.0,164,144,0,308
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,374.0,283,330,0,613
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,375.0,417,435,0,852
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,377.0,594,691,0,1285
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,378.0,866,1044,0,1910
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,379.0,299,306,0,605
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,380.0,356,315,0,671
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,381.0,185,181,0,366
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,382.0,370,369,0,739
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,383.0,243,236,0,479
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,393.0,607,512,0,1119
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,410.0,1059,890,0,1949
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,411.0,398,381,0,779
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,412.0,482,438,0,920
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,413.0,1028,1024,0,2052
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,414.0,550,537,0,1087
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,415.0,916,958,0,1874
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,416.0,515,470,0,985
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,417.0,633,653,0,1286
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,418.0,747,736,0,1483
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,419.0,949,953,0,1902
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,420.0,1099,1043,0,2142
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,421.0,445,430,0,875
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,422.0,749,791,0,1540
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,423.0,1151,1189,0,2340
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,424.0,747,808,0,1555
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,425.0,991,1018,0,2009
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,426.0,739,793,0,1532
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,427.0,727,845,0,1572
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,428.0,3005,3248,0,6253
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,429.0,1293,1251,0,2544
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,430.0,377,377,0,754
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,431.0,573,603,0,1176
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,432.0,375,366,0,741
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,433.0,760,800,0,1560
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,434.0,64,78,0,142
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,435.0,316,318,0,634
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,436.0,524,515,0,1039
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,437.0,657,715,0,1372
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,438.0,726,729,0,1455
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,439.0,842,823,0,1665
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,440.0,389,379,0,768
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,441.0,703,649,0,1352
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,442.0,133,139,0,272
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,443.0,316,321,0,637
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,444.0,368,334,0,702
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,445.0,105,111,0,216
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,446.0,473,424,0,897
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,447.0,240,221,0,461
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,448.0,458,457,0,915
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,450.0,125,120,0,245
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,776.0,298,311,0,609
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,777.0,433,445,0,878
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,778.0,353,330,0,683
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,779.0,298,306,0,604
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,780.0,362,390,0,752
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,781.0,406,485,0,891
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,782.0,394,405,0,799
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,783.0,676,752,0,1428
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,784.0,351,402,0,753
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,785.0,402,451,0,853
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,786.0,421,444,0,865
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,787.0,452,508,0,960
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,788.0,324,352,0,676
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,789.0,305,323,0,628
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,790.0,494,469,0,963
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,791.0,341,346,0,687
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,792.0,500,526,0,1026
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,793.0,791,806,0,1597
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,794.0,3101,3243,0,6344
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,795.0,399,415,0,814
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,796.0,313,337,0,650
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,797.0,480,500,0,980
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,798.0,375,409,0,784
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,799.0,358,394,0,752
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,800.0,452,430,0,882
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,801.0,419,415,0,834
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,802.0,543,600,0,1143
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,803.0,220,240,0,460
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,804.0,562,594,0,1156
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,805.0,521,543,0,1064
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,806.0,367,380,0,747
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,807.0,435,487,0,922
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,808.0,312,323,0,635
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,809.0,331,382,0,713
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,810.0,172,213,0,385
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,1077.0,543,596,0,1139
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,1078.0,1272,1377,0,2649
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,1079.0,1192,1220,0,2412
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,1080.0,632,709,0,1341
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,1081.0,743,803,0,1546
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,1082.0,1101,1140,0,2241
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,9.0,TULUM,211.0,1162,1215,0,2377
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,9.0,TULUM,214.0,191,146,0,337
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,9.0,TULUM,923.0,958,863,0,1821
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,9.0,TULUM,924.0,4226,3491,0,7717
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,9.0,TULUM,925.0,381,312,0,693
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,9.0,TULUM,926.0,560,455,0,1015
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,9.0,TULUM,927.0,217,216,0,433
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,9.0,TULUM,928.0,515,400,0,915
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,9.0,TULUM,929.0,612,469,0,1081
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,9.0,TULUM,930.0,286,241,0,527
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,9.0,TULUM,931.0,402,331,0,733
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,9.0,TULUM,932.0,255,227,0,482
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,9.0,TULUM,933.0,335,298,0,633
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,9.0,TULUM,934.0,304,318,0,622
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,9.0,TULUM,935.0,334,284,0,618
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,9.0,TULUM,936.0,435,383,0,818
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,9.0,TULUM,937.0,338,311,0,649
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,9.0,TULUM,938.0,299,216,0,515
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,9.0,TULUM,939.0,245,190,0,435
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,9.0,TULUM,940.0,251,223,0,474
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,9.0,TULUM,941.0,193,123,0,316
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,9.0,TULUM,942.0,220,166,0,386
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,9.0,TULUM,943.0,324,284,0,608
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,9.0,TULUM,944.0,240,205,0,445
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,9.0,TULUM,945.0,236,207,0,443
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,9.0,TULUM,946.0,294,210,0,504
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,9.0,TULUM,947.0,296,251,0,547
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,9.0,TULUM,948.0,1139,1015,0,2154
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,9.0,TULUM,949.0,435,310,0,745
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,9.0,TULUM,950.0,327,265,0,592
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,9.0,TULUM,951.0,315,273,0,588
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,9.0,TULUM,952.0,380,304,0,684
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,9.0,TULUM,953.0,300,208,0,508
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,9.0,TULUM,954.0,304,264,0,568
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,9.0,TULUM,955.0,341,257,0,598
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,9.0,TULUM,956.0,294,240,0,534
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,9.0,TULUM,957.0,341,280,0,621
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,9.0,TULUM,958.0,345,312,0,657
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,9.0,TULUM,959.0,1064,857,0,1921
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,9.0,TULUM,1069.0,1437,1132,0,2569
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,9.0,TULUM,1070.0,935,838,0,1773
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,9.0,TULUM,1128.0,670,665,0,1335
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,9.0,TULUM,1129.0,1402,1416,0,2818
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,9.0,TULUM,1130.0,280,273,0,553
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,10.0,BACALAR,384.0,672,593,0,1265
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,10.0,BACALAR,385.0,730,689,0,1419
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,10.0,BACALAR,386.0,205,209,0,414
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,10.0,BACALAR,387.0,410,345,0,755
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,10.0,BACALAR,388.0,359,394,0,753
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,10.0,BACALAR,389.0,555,563,0,1118
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,10.0,BACALAR,390.0,441,398,0,839
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,10.0,BACALAR,391.0,336,302,0,638
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,10.0,BACALAR,392.0,991,1020,0,2011
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,10.0,BACALAR,394.0,531,573,0,1104
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,10.0,BACALAR,395.0,263,246,0,509
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,10.0,BACALAR,397.0,411,341,0,752
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,10.0,BACALAR,398.0,371,373,0,744
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,10.0,BACALAR,399.0,107,87,0,194
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,10.0,BACALAR,400.0,327,344,0,671
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,10.0,BACALAR,401.0,303,288,0,591
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,10.0,BACALAR,402.0,525,503,0,1028
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,10.0,BACALAR,403.0,901,858,0,1759
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,10.0,BACALAR,404.0,631,615,0,1246
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,10.0,BACALAR,405.0,2072,2148,0,4220
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,10.0,BACALAR,406.0,731,701,0,1432
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,10.0,BACALAR,407.0,982,982,0,1964
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,10.0,BACALAR,408.0,1560,1597,0,3157
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,10.0,BACALAR,409.0,1011,924,0,1935
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,10.0,BACALAR,1071.0,457,457,0,914
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,10.0,BACALAR,1072.0,1113,1037,0,2150
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,10.0,BACALAR,1073.0,324,308,0,632
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,10.0,BACALAR,1074.0,380,381,0,761
23,QUINTANA ROO,3.0,BENITO JUAREZ                                     ,1.0,BENITO JUAREZ,4.0,1069,1079,0,2148
23,QUINTANA ROO,3.0,BENITO JUAREZ                                     ,1.0,BENITO JUAREZ,5.0,2027,2046,0,4073
23,QUINTANA ROO,3.0,BENITO JUAREZ                                     ,1.0,BENITO JUAREZ,6.0,496,487,0,983
23,QUINTANA ROO,3.0,BENITO JUAREZ                                     ,1.0,BENITO JUAREZ,7.0,812,794,0,1606
23,QUINTANA ROO,3.0,BENITO JUAREZ                                     ,1.0,BENITO JUAREZ,8.0,474,452,0,926
23,QUINTANA ROO,3.0,BENITO JUAREZ                                     ,1.0,BENITO JUAREZ,9.0,377,360,0,737
23,QUINTANA ROO,3.0,BENITO JUAREZ                                     ,1.0,BENITO JUAREZ,10.0,373,363,0,736
23,QUINTANA ROO,3.0,BENITO JUAREZ                                     ,1.0,BENITO JUAREZ,14.0,2507,2472,0,4979
23,QUINTANA ROO,3.0,BENITO JUAREZ                                     ,1.0,BENITO JUAREZ,15.0,1671,1568,0,3239
23,QUINTANA ROO,3.0,BENITO JUAREZ                                     ,1.0,BENITO JUAREZ,18.0,692,654,0,1346
23,QUINTANA ROO,3.0,BENITO JUAREZ                                     ,1.0,BENITO JUAREZ,19.0,727,740,0,1467
23,QUINTANA ROO,3.0,BENITO JUAREZ                                     ,1.0,BENITO JUAREZ,20.0,662,654,0,1316
23,QUINTANA ROO,3.0,BENITO JUAREZ                                     ,1.0,BENITO JUAREZ,21.0,501,448,0,949
23,QUINTANA ROO,3.0,BENITO JUAREZ                                     ,1.0,BENITO JUAREZ,22.0,527,450,0,977
23,QUINTANA ROO,3.0,BENITO JUAREZ                                     ,1.0,BENITO JUAREZ,23.0,365,373,0,738
23,QUINTANA ROO,3.0,BENITO JUAREZ                                     ,1.0,BENITO JUAREZ,24.0,568,602,0,1170
23,QUINTANA ROO,3.0,BENITO JUAREZ                                     ,1.0,BENITO JUAREZ,25.0,348,343,0,691
23,QUINTANA ROO,3.0,BENITO JUAREZ                                     ,1.0,BENITO JUAREZ,26.0,352,366,0,718
23,QUINTANA ROO,3.0,BENITO JUAREZ                                     ,1.0,BENITO JUAREZ,27.0,518,483,0,1001
23,QUINTANA ROO,3.0,BENITO JUAREZ                                     ,1.0,BENITO JUAREZ,28.0,579,559,0,1138
23,QUINTANA ROO,3.0,BENITO JUAREZ                                     ,1.0,BENITO JUAREZ,29.0,474,460,0,934
23,QUINTANA ROO,3.0,BENITO JUAREZ                                     ,1.0,BENITO JUAREZ,30.0,377,299,0,676
23,QUINTANA ROO,3.0,BENITO JUAREZ                                     ,1.0,BENITO JUAREZ,31.0,409,349,0,758
23,QUINTANA ROO,3.0,BENITO JUAREZ                                     ,1.0,BENITO JUAREZ,32.0,544,422,0,966
23,QUINTANA ROO,3.0,BENITO JUAREZ                                     ,1.0,BENITO JUAREZ,33.0,325,262,0,587
23,QUINTANA ROO,3.0,BENITO JUAREZ                                     ,1.0,BENITO JUAREZ,34.0,435,439,0,874
23,QUINTANA ROO,3.0,BENITO JUAREZ                                     ,1.0,BENITO JUAREZ,35.0,456,430,0,886
23,QUINTANA ROO,3.0,BENITO JUAREZ                                     ,1.0,BENITO JUAREZ,36.0,542,503,0,1045
23,QUINTANA ROO,3.0,BENITO JUAREZ                                     ,1.0,BENITO JUAREZ,37.0,394,367,0,761
23,QUINTANA ROO,3.0,BENITO JUAREZ                                     ,1.0,BENITO JUAREZ,38.0,499,403,0,902
23,QUINTANA ROO,3.0,BENITO JUAREZ                                     ,1.0,BENITO JUAREZ,39.0,353,260,0,613
23,QUINTANA ROO,3.0,BENITO JUAREZ                                     ,1.0,BENITO JUAREZ,40.0,636,459,0,1095
23,QUINTANA ROO,3.0,BENITO JUAREZ                                     ,1.0,BENITO JUAREZ,41.0,339,248,0,587
23,QUINTANA ROO,3.0,BENITO JUAREZ                                     ,1.0,BENITO JUAREZ,42.0,362,330,0,692
23,QUINTANA ROO,3.0,BENITO JUAREZ                                     ,1.0,BENITO JUAREZ,43.0,455,399,0,854
23,QUINTANA ROO,3.0,BENITO JUAREZ                                     ,1.0,BENITO JUAREZ,44.0,613,562,0,1175
23,QUINTANA ROO,3.0,BENITO JUAREZ                                     ,1.0,BENITO JUAREZ,45.0,529,601,0,1130
23,QUINTANA ROO,3.0,BENITO JUAREZ                                     ,1.0,BENITO JUAREZ,46.0,719,723,0,1442
23,QUINTANA ROO,3.0,BENITO JUAREZ                                     ,1.0,BENITO JUAREZ,47.0,707,661,0,1368
