CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,CONV,NVA_ALIANZA,PSD,PRIMERO_MEXICO,SALVEMOS_MEXICO,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
3,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,651,1,36.0,26.0,7.0,7.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,8.0,92.0,218
3,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,652,1,84.0,58.0,22.0,24.0,10.0,4.0,16.0,2.0,8.0,0.0,0.0,30.0,258.0,700
3,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,653,2,85.0,116.0,35.0,40.0,10.0,3.0,13.0,3.0,6.0,0.0,2.0,31.0,344.0,1044
3,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,654,1,43.0,92.0,18.0,22.0,7.0,3.0,7.0,1.0,19.0,0.0,0.0,23.0,235.0,595
3,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,655,1,55.0,87.0,26.0,25.0,13.0,2.0,14.0,4.0,14.0,0.0,1.0,21.0,262.0,715
3,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,656,1,23.0,88.0,15.0,10.0,8.0,1.0,13.0,6.0,5.0,1.0,0.0,10.0,180.0,416
3,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,657,1,36.0,32.0,9.0,18.0,3.0,1.0,6.0,1.0,5.0,1.0,0.0,14.0,126.0,405
3,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,658,1,96.0,81.0,10.0,33.0,9.0,6.0,14.0,14.0,2.0,0.0,1.0,30.0,296.0,712
3,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,659,1,98.0,29.0,14.0,24.0,6.0,3.0,2.0,2.0,2.0,0.0,0.0,39.0,219.0,543
3,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,660,2,88.0,70.0,21.0,37.0,9.0,4.0,11.0,9.0,5.0,0.0,2.0,45.0,301.0,803
3,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,661,1,103.0,65.0,17.0,35.0,2.0,3.0,5.0,4.0,5.0,0.0,1.0,36.0,276.0,726
3,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,662,1,130.0,70.0,20.0,27.0,5.0,3.0,11.0,11.0,3.0,1.0,0.0,33.0,314.0,740
3,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,663,2,87.0,91.0,24.0,34.0,13.0,5.0,15.0,3.0,9.0,0.0,1.0,37.0,319.0,790
3,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,664,1,86.0,59.0,13.0,21.0,5.0,1.0,12.0,5.0,2.0,0.0,0.0,33.0,237.0,564
3,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,665,1,56.0,53.0,15.0,23.0,4.0,6.0,7.0,5.0,5.0,1.0,1.0,25.0,201.0,503
3,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,666,1,42.0,28.0,14.0,12.0,2.0,0.0,4.0,3.0,2.0,0.0,2.0,13.0,122.0,264
3,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,667,1,94.0,61.0,26.0,26.0,7.0,3.0,5.0,6.0,6.0,0.0,0.0,29.0,263.0,697
