CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,163,3,119.0,85.0,28.0,66.0,50.0,23.0,21.0,691.0,45.0,6.0,2.0,1.0,0.0,2.0,3.0,2.0,1.0,15.0,8.0,0.0,4.0,3.0,28.0,1203.0,2161
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,164,7,415.0,211.0,59.0,121.0,126.0,75.0,43.0,1811.0,90.0,7.0,3.0,5.0,0.0,7.0,9.0,0.0,1.0,30.0,24.0,0.0,8.0,10.0,103.0,3158.0,5081
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,165,2,41.0,59.0,10.0,31.0,18.0,20.0,15.0,360.0,21.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,7.0,5.0,1.0,2.0,0.0,21.0,619.0,1091
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,166,5,242.0,137.0,24.0,88.0,76.0,51.0,44.0,1185.0,62.0,4.0,3.0,2.0,1.0,6.0,10.0,1.0,1.0,28.0,12.0,0.0,14.0,7.0,56.0,2054.0,3431
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,167,2,65.0,71.0,20.0,65.0,36.0,23.0,17.0,444.0,25.0,3.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,9.0,5.0,1.0,8.0,0.0,43.0,840.0,1423
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,168,15,1595.0,461.0,140.0,245.0,204.0,168.0,110.0,2999.0,199.0,25.0,7.0,2.0,0.0,5.0,8.0,0.0,2.0,33.0,29.0,1.0,11.0,7.0,187.0,6438.0,10611
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,169,3,743.0,106.0,11.0,51.0,11.0,21.0,10.0,131.0,14.0,6.0,4.0,2.0,0.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,20.0,1139.0,1932
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,170,6,729.0,136.0,15.0,51.0,25.0,28.0,8.0,220.0,16.0,8.0,6.0,2.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,34.0,1288.0,2609
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,172,2,52.0,35.0,13.0,64.0,51.0,12.0,8.0,212.0,11.0,3.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,15.0,7.0,0.0,0.0,1.0,29.0,522.0,1116
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,173,5,142.0,202.0,43.0,119.0,67.0,34.0,35.0,928.0,56.0,2.0,2.0,0.0,0.0,3.0,10.0,0.0,1.0,20.0,9.0,1.0,6.0,2.0,61.0,1743.0,3471
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,174,5,266.0,145.0,26.0,71.0,60.0,37.0,34.0,799.0,50.0,3.0,3.0,0.0,1.0,5.0,8.0,0.0,1.0,16.0,9.0,2.0,7.0,0.0,60.0,1603.0,3212
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,175,16,2317.0,510.0,119.0,304.0,184.0,135.0,77.0,2340.0,146.0,28.0,4.0,4.0,2.0,12.0,17.0,0.0,3.0,41.0,25.0,2.0,19.0,8.0,169.0,6466.0,11576
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,578,56,959.0,700.0,259.0,631.0,678.0,323.0,238.0,11812.0,741.0,41.0,11.0,2.0,1.0,31.0,27.0,2.0,2.0,349.0,158.0,6.0,99.0,14.0,391.0,17475.0,40865
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,579,2,28.0,32.0,12.0,41.0,28.0,7.0,8.0,354.0,15.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,16.0,2.0,0.0,6.0,0.0,11.0,564.0,1002
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,580,1,14.0,20.0,2.0,21.0,18.0,8.0,4.0,213.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,2.0,1.0,3.0,1.0,5.0,328.0,546
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,581,1,11.0,8.0,3.0,19.0,12.0,2.0,1.0,137.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,7.0,212.0,354
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,582,1,7.0,16.0,6.0,16.0,11.0,5.0,1.0,179.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,3.0,254.0,425
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,583,1,9.0,3.0,7.0,14.0,5.0,0.0,3.0,105.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,162.0,252
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,584,1,4.0,4.0,1.0,21.0,3.0,5.0,0.0,70.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,116.0,165
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,585,2,29.0,23.0,9.0,42.0,25.0,4.0,8.0,226.0,18.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,7.0,4.0,0.0,2.0,0.0,20.0,421.0,1135
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,586,1,13.0,4.0,7.0,8.0,8.0,0.0,1.0,106.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,2.0,161.0,277
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,587,1,13.0,8.0,3.0,13.0,9.0,6.0,2.0,137.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,206.0,297
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,588,1,14.0,4.0,2.0,17.0,7.0,4.0,4.0,98.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,163.0,251
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,589,1,10.0,23.0,7.0,9.0,10.0,3.0,8.0,179.0,10.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,6.0,1.0,0.0,3.0,0.0,9.0,282.0,455
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,590,1,9.0,7.0,1.0,32.0,8.0,5.0,3.0,139.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,5.0,223.0,363
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,591,10,179.0,149.0,59.0,183.0,146.0,80.0,40.0,2306.0,111.0,5.0,2.0,0.0,1.0,7.0,12.0,0.0,1.0,68.0,39.0,4.0,18.0,2.0,103.0,3515.0,6799
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,592,2,38.0,38.0,10.0,50.0,32.0,13.0,11.0,504.0,26.0,1.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,12.0,5.0,0.0,1.0,1.0,18.0,767.0,1332
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,593,1,13.0,9.0,3.0,17.0,13.0,3.0,6.0,161.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,242.0,438
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,594,1,39.0,26.0,6.0,19.0,18.0,5.0,6.0,295.0,16.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,0.0,12.0,454.0,708
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,595,2,32.0,30.0,3.0,27.0,12.0,6.0,3.0,316.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,2.0,0.0,9.0,457.0,782
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,596,1,33.0,17.0,8.0,19.0,10.0,6.0,5.0,226.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,13.0,356.0,557
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,597,1,16.0,9.0,0.0,8.0,19.0,6.0,4.0,132.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,6.0,214.0,370
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,598,2,45.0,32.0,11.0,27.0,20.0,16.0,9.0,319.0,24.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,7.0,0.0,1.0,0.0,11.0,540.0,840
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,599,1,21.0,16.0,3.0,44.0,15.0,6.0,7.0,272.0,21.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,14.0,2.0,0.0,1.0,0.0,15.0,440.0,714
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,600,1,3.0,15.0,4.0,8.0,4.0,1.0,6.0,63.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,122.0,220
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,601,1,31.0,30.0,6.0,30.0,15.0,10.0,8.0,212.0,8.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,6.0,369.0,600
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,602,1,34.0,26.0,2.0,12.0,11.0,8.0,6.0,158.0,13.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,8.0,289.0,458
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,603,1,10.0,6.0,9.0,6.0,15.0,4.0,0.0,80.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,9.0,151.0,291
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,604,2,39.0,45.0,10.0,33.0,20.0,12.0,10.0,267.0,20.0,4.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,9.0,0.0,1.0,0.0,19.0,497.0,759
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,605,1,34.0,22.0,7.0,18.0,15.0,8.0,3.0,198.0,9.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,330.0,560
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,606,1,61.0,45.0,14.0,22.0,25.0,8.0,14.0,233.0,13.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,449.0,732
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,607,1,50.0,26.0,15.0,33.0,19.0,9.0,11.0,264.0,18.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,12.0,465.0,702
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,608,1,38.0,20.0,4.0,12.0,19.0,7.0,9.0,238.0,20.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,14.0,395.0,612
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,609,1,46.0,19.0,7.0,8.0,12.0,10.0,9.0,256.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,15.0,408.0,646
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,610,1,73.0,26.0,6.0,17.0,7.0,6.0,6.0,203.0,15.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,15.0,402.0,577
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,611,2,66.0,46.0,11.0,19.0,18.0,8.0,5.0,262.0,13.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,3.0,0.0,1.0,0.0,17.0,477.0,780
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,612,2,83.0,30.0,10.0,17.0,25.0,16.0,12.0,293.0,20.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,3.0,0.0,2.0,0.0,18.0,546.0,857
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,613,1,38.0,17.0,6.0,8.0,8.0,12.0,10.0,244.0,15.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,16.0,386.0,709
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,614,1,87.0,22.0,7.0,16.0,16.0,14.0,7.0,231.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,11.0,427.0,608
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,615,1,76.0,24.0,5.0,18.0,19.0,6.0,9.0,242.0,11.0,2.0,1.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,14.0,438.0,611
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,616,2,87.0,29.0,10.0,27.0,14.0,14.0,7.0,286.0,23.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,6.0,6.0,0.0,0.0,0.0,13.0,530.0,790
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,617,1,61.0,25.0,5.0,14.0,11.0,6.0,6.0,240.0,23.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,22.0,422.0,667
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,618,1,24.0,8.0,10.0,36.0,10.0,5.0,3.0,124.0,13.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,4.0,0.0,4.0,0.0,13.0,268.0,453
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,619,2,36.0,25.0,14.0,38.0,40.0,12.0,9.0,311.0,20.0,2.0,0.0,1.0,0.0,2.0,5.0,0.0,0.0,10.0,6.0,0.0,5.0,1.0,12.0,549.0,930
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,620,2,32.0,25.0,8.0,38.0,29.0,11.0,3.0,243.0,6.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,7.0,0.0,6.0,1.0,24.0,452.0,896
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,621,2,108.0,20.0,11.0,22.0,18.0,18.0,18.0,283.0,18.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,20.0,549.0,775
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,622,2,135.0,32.0,8.0,17.0,11.0,15.0,8.0,240.0,17.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,18.0,512.0,783
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,623,2,101.0,28.0,8.0,26.0,15.0,14.0,10.0,301.0,16.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,20.0,554.0,832
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,624,1,47.0,14.0,6.0,19.0,17.0,9.0,5.0,153.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,7.0,294.0,417
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,625,2,65.0,33.0,5.0,38.0,30.0,11.0,9.0,283.0,13.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,27.0,528.0,761
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,626,14,2181.0,497.0,100.0,221.0,161.0,197.0,109.0,2620.0,217.0,42.0,2.0,8.0,1.0,7.0,5.0,1.0,0.0,36.0,13.0,0.0,9.0,6.0,183.0,6616.0,10280
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,627,3,252.0,62.0,14.0,40.0,23.0,41.0,13.0,518.0,34.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,32.0,1044.0,1594
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,628,3,150.0,74.0,30.0,34.0,30.0,26.0,17.0,572.0,31.0,5.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,7.0,0.0,1.0,2.0,34.0,1022.0,1612
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,629,3,269.0,68.0,78.0,48.0,35.0,33.0,13.0,447.0,30.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,24.0,1064.0,1676
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,630,1,17.0,10.0,3.0,12.0,16.0,4.0,3.0,168.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,15.0,1.0,9.0,284.0,484
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,631,4,90.0,40.0,34.0,233.0,89.0,25.0,20.0,651.0,38.0,4.0,0.0,1.0,0.0,1.0,8.0,0.0,0.0,20.0,17.0,2.0,12.0,1.0,63.0,1349.0,2313
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,632,7,206.0,117.0,35.0,90.0,90.0,57.0,33.0,1568.0,97.0,7.0,3.0,1.0,2.0,4.0,2.0,0.0,0.0,45.0,26.0,0.0,10.0,0.0,81.0,2474.0,4651
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,633,3,48.0,31.0,24.0,121.0,48.0,13.0,8.0,464.0,28.0,4.0,1.0,0.0,0.0,0.0,8.0,0.0,2.0,15.0,20.0,1.0,12.0,1.0,46.0,895.0,1752
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,634,2,20.0,29.0,14.0,77.0,23.0,9.0,2.0,238.0,19.0,1.0,0.0,0.0,1.0,5.0,7.0,0.0,1.0,3.0,8.0,0.0,2.0,0.0,16.0,475.0,807
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,635,1,25.0,20.0,9.0,61.0,20.0,7.0,3.0,254.0,11.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,5.0,7.0,0.0,1.0,0.0,15.0,444.0,726
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,636,1,14.0,14.0,10.0,29.0,16.0,7.0,7.0,183.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,13.0,6.0,0.0,3.0,0.0,15.0,332.0,608
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,637,1,13.0,15.0,2.0,30.0,5.0,1.0,3.0,109.0,6.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,10.0,206.0,369
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,638,2,26.0,30.0,28.0,86.0,32.0,9.0,9.0,359.0,11.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,2.0,0.0,8.0,2.0,22.0,637.0,1151
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,639,1,27.0,18.0,11.0,42.0,23.0,10.0,5.0,189.0,12.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,5.0,0.0,5.0,0.0,8.0,365.0,746
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,640,2,43.0,33.0,17.0,101.0,40.0,9.0,5.0,321.0,12.0,5.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,18.0,11.0,0.0,2.0,0.0,35.0,662.0,1381
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,641,2,17.0,19.0,15.0,107.0,37.0,8.0,5.0,204.0,13.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,7.0,5.0,0.0,1.0,0.0,12.0,455.0,782
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,642,2,165.0,52.0,10.0,28.0,13.0,13.0,14.0,184.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,19.0,516.0,804
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,643,1,63.0,26.0,6.0,53.0,16.0,13.0,9.0,213.0,14.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,1.0,14.0,439.0,710
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,644,1,72.0,40.0,16.0,35.0,17.0,17.0,9.0,211.0,13.0,5.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,20.0,469.0,747
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,645,2,71.0,21.0,12.0,41.0,18.0,13.0,15.0,256.0,10.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,1.0,0.0,5.0,0.0,2.0,2.0,22.0,497.0,792
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,646,1,55.0,11.0,4.0,26.0,10.0,13.0,8.0,176.0,12.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,6.0,4.0,0.0,2.0,1.0,15.0,347.0,560
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,647,2,187.0,43.0,13.0,14.0,10.0,28.0,11.0,177.0,18.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,17.0,531.0,861
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,648,1,119.0,32.0,13.0,10.0,13.0,9.0,8.0,203.0,17.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,4.0,21.0,462.0,750
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,649,2,198.0,35.0,9.0,32.0,16.0,17.0,14.0,247.0,20.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,3.0,21.0,629.0,1007
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,650,2,230.0,35.0,18.0,21.0,12.0,22.0,5.0,186.0,13.0,8.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,20.0,580.0,818
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,651,1,114.0,25.0,9.0,14.0,1.0,8.0,2.0,110.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,311.0,481
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,652,2,200.0,33.0,17.0,26.0,19.0,28.0,9.0,275.0,19.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,1.0,0.0,2.0,2.0,20.0,664.0,1007
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,653,3,242.0,61.0,22.0,23.0,21.0,28.0,16.0,432.0,25.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,2.0,0.0,1.0,6.0,22.0,913.0,1538
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,654,1,78.0,32.0,10.0,15.0,15.0,11.0,9.0,248.0,15.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,1.0,0.0,2.0,2.0,18.0,470.0,732
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,655,2,125.0,44.0,6.0,30.0,10.0,15.0,19.0,323.0,25.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,4.0,4.0,0.0,1.0,0.0,20.0,633.0,908
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,656,1,64.0,23.0,4.0,17.0,10.0,14.0,16.0,199.0,8.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,371.0,524
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,657,1,135.0,18.0,2.0,23.0,6.0,13.0,9.0,146.0,11.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,14.0,390.0,637
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,658,2,270.0,59.0,7.0,26.0,18.0,24.0,15.0,336.0,40.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,2.0,0.0,1.0,1.0,32.0,844.0,1268
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,659,1,175.0,23.0,9.0,24.0,15.0,16.0,7.0,136.0,9.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,19.0,443.0,697
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,660,2,243.0,51.0,10.0,33.0,19.0,21.0,10.0,218.0,12.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,25.0,657.0,1110
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,661,2,311.0,47.0,15.0,26.0,17.0,24.0,15.0,234.0,23.0,17.0,5.0,3.0,0.0,4.0,2.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,23.0,774.0,1127
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,662,2,281.0,54.0,26.0,34.0,27.0,23.0,13.0,302.0,23.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,0.0,1.0,1.0,16.0,817.0,1294
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,663,2,244.0,52.0,14.0,30.0,10.0,20.0,12.0,296.0,32.0,6.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,9.0,1.0,0.0,2.0,1.0,25.0,757.0,1138
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,664,3,517.0,79.0,19.0,32.0,26.0,32.0,18.0,334.0,35.0,6.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,4.0,39.0,1152.0,1756
