CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,PRI_PVEM,PRD_PT_MC,PRD_PT,PRD_MC,PT_MC,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,1,BENITO JUAREZ,1,11,565.0,760.0,1113.0,210.0,101.0,54.0,132.0,280.0,282.0,101.0,15.0,5.0,2.0,143.0,3763.0,7516
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,1,BENITO JUAREZ,13,3,156.0,267.0,268.0,46.0,24.0,7.0,39.0,67.0,76.0,26.0,9.0,1.0,1.0,35.0,1022.0,1960
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,1,BENITO JUAREZ,14,4,310.0,313.0,429.0,74.0,33.0,28.0,62.0,110.0,126.0,25.0,6.0,2.0,1.0,59.0,1578.0,2985
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,1,BENITO JUAREZ,15,4,233.0,264.0,358.0,49.0,28.0,18.0,55.0,99.0,93.0,31.0,1.0,2.0,0.0,44.0,1275.0,2432
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,1,BENITO JUAREZ,16,9,644.0,656.0,927.0,126.0,77.0,59.0,129.0,190.0,270.0,61.0,11.0,3.0,1.0,115.0,3269.0,6062
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,1,BENITO JUAREZ,17,20,1395.0,1421.0,2008.0,295.0,160.0,106.0,309.0,435.0,497.0,133.0,28.0,9.0,5.0,209.0,7010.0,14641
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,1,BENITO JUAREZ,21,2,167.0,153.0,138.0,32.0,13.0,11.0,26.0,58.0,33.0,8.0,1.0,0.0,0.0,17.0,657.0,1177
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,1,BENITO JUAREZ,171,1,6.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,18.0,70
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,1,BENITO JUAREZ,172,1,45.0,68.0,68.0,48.0,12.0,6.0,3.0,30.0,20.0,9.0,0.0,0.0,19.0,17.0,345.0,727
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,1,BENITO JUAREZ,177,4,181.0,567.0,237.0,52.0,33.0,16.0,36.0,173.0,70.0,36.0,3.0,1.0,0.0,58.0,1463.0,2530
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,1,BENITO JUAREZ,178,3,121.0,314.0,164.0,28.0,16.0,11.0,25.0,105.0,43.0,26.0,5.0,0.0,0.0,27.0,885.0,1629
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,1,BENITO JUAREZ,179,8,467.0,947.0,885.0,126.0,86.0,44.0,95.0,232.0,181.0,87.0,17.0,4.0,1.0,103.0,3275.0,5874
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,1,BENITO JUAREZ,180,2,82.0,180.0,114.0,18.0,10.0,10.0,21.0,53.0,16.0,6.0,2.0,10.0,0.0,15.0,537.0,830
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,1,BENITO JUAREZ,181,7,471.0,469.0,705.0,89.0,38.0,29.0,81.0,149.0,145.0,53.0,11.0,0.0,3.0,64.0,2307.0,4546
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,2,COZUMEL,182,3,295.0,535.0,170.0,36.0,5.0,1.0,21.0,81.0,15.0,4.0,1.0,1.0,1.0,49.0,1215.0,2012
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,2,COZUMEL,183,3,273.0,532.0,171.0,35.0,16.0,7.0,34.0,65.0,29.0,12.0,1.0,5.0,1.0,40.0,1221.0,2174
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,2,COZUMEL,184,3,334.0,435.0,190.0,25.0,12.0,10.0,34.0,75.0,23.0,6.0,1.0,2.0,0.0,52.0,1199.0,1915
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,2,COZUMEL,185,4,348.0,597.0,243.0,46.0,20.0,17.0,25.0,109.0,41.0,17.0,2.0,0.0,1.0,35.0,1501.0,2290
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,2,COZUMEL,186,2,165.0,267.0,81.0,33.0,8.0,5.0,17.0,49.0,5.0,6.0,0.0,0.0,0.0,29.0,665.0,996
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,2,COZUMEL,187,3,325.0,392.0,184.0,45.0,13.0,7.0,26.0,67.0,33.0,20.0,4.0,1.0,0.0,31.0,1148.0,1728
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,2,COZUMEL,188,3,319.0,492.0,164.0,52.0,9.0,68.0,23.0,90.0,21.0,18.0,2.0,7.0,0.0,38.0,1303.0,1959
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,2,COZUMEL,189,3,245.0,526.0,199.0,45.0,12.0,9.0,26.0,82.0,31.0,9.0,4.0,0.0,1.0,42.0,1231.0,1932
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,2,COZUMEL,190,3,261.0,383.0,188.0,32.0,17.0,12.0,21.0,67.0,22.0,6.0,1.0,0.0,2.0,33.0,1045.0,1675
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,2,COZUMEL,191,2,124.0,374.0,106.0,17.0,16.0,8.0,10.0,64.0,22.0,8.0,1.0,0.0,0.0,23.0,773.0,1332
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,2,COZUMEL,192,4,308.0,544.0,209.0,47.0,16.0,11.0,27.0,74.0,37.0,5.0,1.0,0.0,2.0,74.0,1355.0,1643
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,2,COZUMEL,193,3,199.0,511.0,152.0,30.0,12.0,8.0,28.0,59.0,26.0,10.0,3.0,0.0,2.0,30.0,1070.0,1690
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,2,COZUMEL,194,3,239.0,392.0,184.0,27.0,18.0,12.0,20.0,67.0,21.0,8.0,1.0,1.0,0.0,37.0,1027.0,1688
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,2,COZUMEL,195,8,1001.0,1420.0,671.0,135.0,52.0,31.0,77.0,226.0,88.0,32.0,7.0,2.0,2.0,121.0,3865.0,5897
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,2,COZUMEL,196,9,973.0,1623.0,589.0,105.0,42.0,29.0,90.0,213.0,115.0,33.0,4.0,2.0,2.0,94.0,3914.0,6050
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,2,COZUMEL,197,3,305.0,538.0,180.0,42.0,19.0,14.0,23.0,93.0,25.0,7.0,0.0,0.0,1.0,27.0,1274.0,2104
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,2,COZUMEL,198,4,294.0,618.0,235.0,42.0,11.0,12.0,24.0,101.0,38.0,9.0,1.0,1.0,0.0,35.0,1421.0,2407
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,2,COZUMEL,199,4,417.0,652.0,275.0,38.0,29.0,9.0,38.0,84.0,30.0,9.0,0.0,2.0,0.0,61.0,1644.0,2612
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,2,COZUMEL,200,5,528.0,823.0,296.0,53.0,25.0,17.0,45.0,115.0,52.0,16.0,5.0,3.0,0.0,61.0,2039.0,3298
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,2,COZUMEL,201,3,377.0,604.0,193.0,65.0,18.0,8.0,24.0,125.0,25.0,14.0,2.0,1.0,2.0,48.0,1506.0,2246
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,2,COZUMEL,202,4,421.0,672.0,197.0,40.0,15.0,20.0,22.0,93.0,22.0,3.0,2.0,0.0,0.0,57.0,1564.0,2418
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,2,COZUMEL,203,13,1535.0,2263.0,894.0,168.0,71.0,47.0,155.0,378.0,126.0,34.0,11.0,4.0,1.0,167.0,5854.0,9374
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,205,29,1358.0,2692.0,2485.0,342.0,190.0,192.0,422.0,732.0,746.0,161.0,37.0,15.0,14.0,247.0,9633.0,20935
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,206,15,387.0,1319.0,987.0,127.0,81.0,92.0,146.0,371.0,312.0,69.0,15.0,4.0,2.0,128.0,4040.0,9891
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,208,4,149.0,723.0,344.0,67.0,34.0,16.0,24.0,162.0,55.0,32.0,7.0,1.0,1.0,41.0,1656.0,2664
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,209,20,650.0,3027.0,2151.0,206.0,142.0,89.0,175.0,511.0,332.0,149.0,27.0,8.0,6.0,218.0,7691.0,13634
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,210,5,119.0,674.0,465.0,38.0,32.0,23.0,24.0,175.0,142.0,42.0,9.0,3.0,0.0,53.0,1799.0,2249
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,211,7,88.0,1132.0,244.0,44.0,30.0,8.0,27.0,179.0,27.0,19.0,2.0,1.0,0.0,49.0,1850.0,2286
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,214,1,6.0,88.0,16.0,5.0,1.0,1.0,2.0,18.0,2.0,2.0,1.0,0.0,0.0,6.0,148.0,274
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,4,ISLA MUJERES,252,2,171.0,247.0,58.0,16.0,8.0,6.0,7.0,55.0,13.0,5.0,2.0,0.0,0.0,15.0,603.0,873
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,4,ISLA MUJERES,253,2,177.0,174.0,71.0,11.0,5.0,1.0,11.0,39.0,10.0,3.0,0.0,0.0,0.0,8.0,510.0,819
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,4,ISLA MUJERES,254,1,150.0,165.0,48.0,15.0,1.0,0.0,10.0,38.0,5.0,5.0,0.0,0.0,1.0,5.0,443.0,653
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,4,ISLA MUJERES,255,3,416.0,427.0,101.0,23.0,5.0,4.0,27.0,96.0,11.0,4.0,0.0,0.0,1.0,27.0,1142.0,1683
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,4,ISLA MUJERES,256,2,223.0,258.0,75.0,21.0,3.0,3.0,11.0,53.0,13.0,4.0,2.0,0.0,1.0,9.0,676.0,1012
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,4,ISLA MUJERES,257,2,273.0,259.0,79.0,21.0,6.0,4.0,12.0,49.0,9.0,4.0,3.0,1.0,0.0,15.0,735.0,1079
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,4,ISLA MUJERES,258,4,763.0,709.0,197.0,34.0,14.0,13.0,36.0,140.0,32.0,3.0,3.0,0.0,1.0,32.0,1977.0,2988
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,4,ISLA MUJERES,259,2,237.0,197.0,74.0,15.0,7.0,5.0,12.0,36.0,10.0,7.0,1.0,1.0,0.0,11.0,613.0,921
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,4,ISLA MUJERES,260,1,34.0,39.0,15.0,2.0,2.0,5.0,3.0,5.0,6.0,3.0,0.0,0.0,0.0,7.0,121.0,198
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,4,ISLA MUJERES,261,7,898.0,733.0,509.0,98.0,86.0,21.0,36.0,271.0,161.0,73.0,9.0,3.0,1.0,112.0,3011.0,5136
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,6,LAZARO CARDENAS,284,2,213.0,612.0,55.0,14.0,23.0,7.0,36.0,114.0,11.0,2.0,0.0,0.0,0.0,12.0,1099.0,1360
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,6,LAZARO CARDENAS,285,2,151.0,572.0,67.0,23.0,7.0,10.0,33.0,123.0,16.0,9.0,3.0,0.0,0.0,7.0,1021.0,1255
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,6,LAZARO CARDENAS,286,4,363.0,1015.0,137.0,29.0,22.0,25.0,43.0,238.0,16.0,5.0,1.0,0.0,0.0,46.0,1940.0,2386
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,6,LAZARO CARDENAS,287,2,230.0,345.0,80.0,25.0,27.0,7.0,149.0,65.0,16.0,8.0,1.0,0.0,1.0,26.0,980.0,1428
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,6,LAZARO CARDENAS,288,3,385.0,461.0,65.0,21.0,93.0,14.0,89.0,108.0,18.0,18.0,0.0,0.0,0.0,54.0,1326.0,1712
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,6,LAZARO CARDENAS,289,1,183.0,204.0,56.0,10.0,5.0,10.0,5.0,33.0,11.0,5.0,1.0,0.0,0.0,13.0,536.0,709
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,6,LAZARO CARDENAS,290,3,440.0,471.0,91.0,18.0,30.0,8.0,11.0,66.0,20.0,14.0,0.0,0.0,0.0,32.0,1201.0,1539
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,6,LAZARO CARDENAS,291,2,247.0,341.0,71.0,12.0,22.0,4.0,6.0,45.0,8.0,5.0,1.0,0.0,0.0,15.0,777.0,899
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,6,LAZARO CARDENAS,292,3,302.0,343.0,94.0,20.0,85.0,15.0,20.0,126.0,19.0,10.0,0.0,1.0,0.0,25.0,1060.0,1299
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,6,LAZARO CARDENAS,293,2,286.0,398.0,161.0,16.0,47.0,20.0,18.0,98.0,46.0,27.0,11.0,1.0,0.0,21.0,1150.0,1485
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,6,LAZARO CARDENAS,294,2,197.0,211.0,91.0,7.0,20.0,7.0,7.0,60.0,14.0,14.0,2.0,0.0,0.0,18.0,648.0,780
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,6,LAZARO CARDENAS,295,2,168.0,289.0,62.0,12.0,30.0,7.0,3.0,41.0,3.0,10.0,0.0,1.0,0.0,14.0,640.0,837
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,6,LAZARO CARDENAS,296,3,202.0,347.0,157.0,25.0,24.0,24.0,11.0,65.0,5.0,7.0,0.0,0.0,0.0,33.0,900.0,1055
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,6,LAZARO CARDENAS,297,1,85.0,171.0,24.0,11.0,40.0,4.0,1.0,27.0,7.0,6.0,0.0,3.0,0.0,5.0,384.0,477
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,1,BENITO JUAREZ,451,1,47.0,54.0,64.0,18.0,4.0,5.0,3.0,29.0,25.0,6.0,2.0,0.0,0.0,5.0,262.0,598
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,1,BENITO JUAREZ,452,1,32.0,61.0,79.0,22.0,5.0,5.0,3.0,31.0,21.0,9.0,2.0,0.0,0.0,8.0,278.0,541
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,1,BENITO JUAREZ,453,2,54.0,97.0,118.0,36.0,11.0,7.0,11.0,31.0,18.0,16.0,0.0,1.0,0.0,17.0,417.0,850
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,1,BENITO JUAREZ,454,2,56.0,106.0,114.0,55.0,15.0,3.0,27.0,44.0,16.0,16.0,0.0,1.0,0.0,12.0,465.0,883
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,1,BENITO JUAREZ,455,1,59.0,56.0,82.0,25.0,7.0,6.0,12.0,16.0,26.0,6.0,0.0,0.0,0.0,5.0,300.0,706
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,1,BENITO JUAREZ,456,1,23.0,59.0,73.0,22.0,10.0,2.0,7.0,27.0,23.0,9.0,0.0,0.0,1.0,15.0,271.0,490
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,1,BENITO JUAREZ,457,1,47.0,89.0,92.0,26.0,7.0,3.0,11.0,44.0,22.0,4.0,0.0,0.0,0.0,10.0,355.0,692
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,1,BENITO JUAREZ,458,2,52.0,113.0,119.0,22.0,7.0,10.0,11.0,30.0,32.0,12.0,2.0,0.0,0.0,14.0,424.0,825
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,1,BENITO JUAREZ,459,2,40.0,61.0,118.0,16.0,10.0,4.0,11.0,23.0,25.0,18.0,0.0,0.0,0.0,15.0,341.0,756
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,1,BENITO JUAREZ,460,2,100.0,69.0,137.0,32.0,13.0,5.0,9.0,28.0,36.0,16.0,3.0,1.0,0.0,17.0,466.0,955
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,1,BENITO JUAREZ,461,1,36.0,27.0,50.0,7.0,12.0,4.0,4.0,6.0,26.0,6.0,0.0,0.0,1.0,7.0,186.0,440
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,1,BENITO JUAREZ,462,1,31.0,50.0,59.0,10.0,6.0,7.0,6.0,16.0,23.0,6.0,2.0,1.0,0.0,8.0,225.0,492
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,1,BENITO JUAREZ,463,1,57.0,57.0,100.0,19.0,7.0,3.0,12.0,25.0,30.0,10.0,1.0,0.0,0.0,10.0,331.0,688
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,1,BENITO JUAREZ,464,1,40.0,45.0,66.0,20.0,4.0,4.0,6.0,14.0,17.0,8.0,3.0,0.0,1.0,7.0,235.0,526
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,1,BENITO JUAREZ,465,1,43.0,58.0,114.0,11.0,7.0,3.0,5.0,22.0,34.0,10.0,2.0,0.0,1.0,9.0,319.0,682
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,1,BENITO JUAREZ,466,1,61.0,78.0,85.0,22.0,7.0,3.0,18.0,25.0,16.0,4.0,0.0,0.0,0.0,11.0,330.0,648
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,1,BENITO JUAREZ,467,1,22.0,46.0,82.0,11.0,5.0,3.0,11.0,14.0,19.0,13.0,4.0,0.0,0.0,10.0,240.0,540
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,1,BENITO JUAREZ,468,1,37.0,52.0,66.0,15.0,9.0,6.0,8.0,17.0,15.0,9.0,1.0,0.0,0.0,12.0,247.0,537
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,1,BENITO JUAREZ,469,1,47.0,57.0,61.0,15.0,5.0,1.0,16.0,13.0,12.0,10.0,0.0,0.0,2.0,9.0,248.0,554
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,1,BENITO JUAREZ,470,1,47.0,101.0,84.0,18.0,9.0,3.0,6.0,22.0,15.0,10.0,0.0,0.0,0.0,8.0,323.0,636
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,1,BENITO JUAREZ,471,1,53.0,72.0,113.0,12.0,8.0,8.0,7.0,33.0,27.0,7.0,0.0,0.0,1.0,10.0,351.0,710
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,1,BENITO JUAREZ,472,2,77.0,101.0,58.0,66.0,10.0,4.0,12.0,55.0,37.0,18.0,1.0,1.0,0.0,12.0,452.0,847
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,1,BENITO JUAREZ,473,1,69.0,77.0,80.0,19.0,10.0,3.0,6.0,32.0,31.0,16.0,1.0,0.0,0.0,10.0,354.0,640
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,1,BENITO JUAREZ,474,2,63.0,108.0,104.0,16.0,11.0,7.0,12.0,67.0,39.0,17.0,3.0,1.0,1.0,11.0,460.0,810
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,1,BENITO JUAREZ,475,2,86.0,144.0,159.0,40.0,14.0,5.0,19.0,68.0,50.0,13.0,0.0,1.0,0.0,22.0,621.0,1150
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,1,BENITO JUAREZ,476,2,77.0,115.0,141.0,26.0,11.0,14.0,16.0,38.0,42.0,16.0,2.0,1.0,0.0,15.0,514.0,985
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,1,BENITO JUAREZ,477,2,92.0,164.0,142.0,46.0,15.0,4.0,18.0,52.0,40.0,15.0,1.0,1.0,0.0,22.0,612.0,1164
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,1,BENITO JUAREZ,478,2,79.0,106.0,139.0,31.0,15.0,11.0,16.0,40.0,33.0,10.0,2.0,0.0,1.0,9.0,492.0,1008
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,1,BENITO JUAREZ,479,2,89.0,108.0,148.0,23.0,22.0,11.0,12.0,27.0,46.0,15.0,1.0,2.0,1.0,13.0,518.0,997
