CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,PRI_PVEM,PRD_PT_MC,PRD_PT,PRD_MC,PT_MC,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,133,2,216.0,117.0,127.0,14.0,15.0,7.0,18.0,30.0,26.0,4.0,0.0,1.0,3.0,21.0,599.0,979
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,134,2,130.0,69.0,108.0,17.0,13.0,7.0,2.0,24.0,13.0,5.0,5.0,0.0,0.0,18.0,411.0,760
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,135,2,140.0,77.0,98.0,5.0,6.0,8.0,9.0,19.0,22.0,6.0,1.0,2.0,3.0,14.0,410.0,769
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,136,2,203.0,133.0,192.0,17.0,16.0,7.0,13.0,22.0,49.0,9.0,2.0,1.0,1.0,31.0,696.0,535
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,137,3,294.0,128.0,178.0,10.0,14.0,17.0,11.0,25.0,36.0,11.0,1.0,2.0,2.0,31.0,760.0,645
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,138,1,159.0,73.0,84.0,7.0,6.0,3.0,14.0,19.0,13.0,5.0,0.0,0.0,1.0,19.0,403.0,660
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,139,1,126.0,70.0,120.0,9.0,14.0,7.0,17.0,27.0,12.0,3.0,1.0,2.0,1.0,20.0,429.0,729
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,140,1,154.0,59.0,91.0,11.0,5.0,3.0,6.0,19.0,18.0,2.0,1.0,0.0,1.0,19.0,389.0,610
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,141,1,128.0,72.0,84.0,6.0,3.0,4.0,10.0,15.0,8.0,2.0,1.0,0.0,1.0,13.0,347.0,647
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,142,1,161.0,70.0,99.0,5.0,13.0,10.0,13.0,17.0,15.0,2.0,1.0,0.0,2.0,27.0,435.0,703
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,143,1,132.0,82.0,98.0,9.0,6.0,3.0,16.0,14.0,26.0,0.0,0.0,0.0,0.0,20.0,406.0,704
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,144,3,211.0,56.0,90.0,8.0,3.0,4.0,6.0,7.0,16.0,1.0,0.0,0.0,0.0,18.0,420.0,823
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,145,1,128.0,66.0,57.0,4.0,7.0,7.0,10.0,14.0,13.0,3.0,0.0,0.0,2.0,28.0,339.0,604
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,146,6,1485.0,456.0,354.0,44.0,25.0,19.0,37.0,64.0,43.0,9.0,1.0,1.0,3.0,149.0,2690.0,4322
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,147,10,1840.0,677.0,828.0,99.0,48.0,51.0,105.0,111.0,116.0,33.0,8.0,5.0,6.0,224.0,4151.0,6680
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,148,2,155.0,163.0,199.0,21.0,7.0,15.0,24.0,63.0,41.0,13.0,3.0,0.0,1.0,25.0,730.0,1294
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,149,3,298.0,153.0,230.0,32.0,33.0,9.0,30.0,50.0,40.0,11.0,0.0,1.0,0.0,37.0,924.0,1850
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,151,7,909.0,517.0,654.0,71.0,56.0,28.0,91.0,97.0,128.0,20.0,9.0,2.0,12.0,110.0,2704.0,4508
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,152,3,182.0,209.0,255.0,34.0,21.0,13.0,29.0,56.0,36.0,19.0,6.0,1.0,7.0,19.0,887.0,1612
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,153,2,160.0,178.0,258.0,31.0,19.0,15.0,28.0,74.0,44.0,20.0,4.0,2.0,0.0,30.0,863.0,1488
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,155,2,146.0,175.0,183.0,21.0,11.0,5.0,19.0,51.0,34.0,16.0,1.0,2.0,0.0,36.0,700.0,1251
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,156,2,194.0,178.0,178.0,33.0,20.0,7.0,21.0,45.0,40.0,14.0,1.0,0.0,0.0,42.0,773.0,1347
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,157,2,178.0,165.0,223.0,34.0,12.0,13.0,11.0,40.0,48.0,15.0,4.0,0.0,1.0,27.0,771.0,1303
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,158,2,147.0,151.0,179.0,30.0,16.0,2.0,13.0,53.0,36.0,20.0,6.0,0.0,1.0,22.0,676.0,1217
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,159,2,145.0,185.0,219.0,29.0,16.0,8.0,20.0,49.0,43.0,14.0,6.0,2.0,4.0,24.0,764.0,1419
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,161,4,821.0,258.0,236.0,35.0,35.0,21.0,23.0,29.0,29.0,4.0,3.0,1.0,4.0,91.0,1590.0,2497
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,162,1,106.0,46.0,50.0,8.0,5.0,4.0,5.0,3.0,7.0,3.0,1.0,0.0,1.0,13.0,252.0,462
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,163,3,357.0,255.0,331.0,29.0,28.0,25.0,41.0,83.0,65.0,23.0,7.0,0.0,0.0,34.0,1278.0,2183
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,164,7,746.0,572.0,696.0,71.0,44.0,35.0,75.0,127.0,123.0,39.0,12.0,4.0,5.0,115.0,2664.0,4512
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,165,2,111.0,136.0,179.0,23.0,10.0,2.0,11.0,43.0,30.0,8.0,1.0,1.0,0.0,16.0,571.0,1042
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,166,4,358.0,390.0,461.0,40.0,31.0,15.0,68.0,103.0,91.0,35.0,7.0,3.0,1.0,62.0,1665.0,2995
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,167,2,157.0,212.0,195.0,31.0,17.0,12.0,28.0,57.0,45.0,33.0,2.0,0.0,0.0,26.0,815.0,1496
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,168,10,1421.0,818.0,979.0,134.0,86.0,55.0,148.0,177.0,180.0,49.0,12.0,2.0,6.0,184.0,4251.0,6819
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,169,2,318.0,124.0,110.0,15.0,7.0,0.0,5.0,17.0,5.0,2.0,1.0,1.0,1.0,29.0,635.0,985
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,170,4,597.0,201.0,123.0,35.0,11.0,6.0,10.0,16.0,5.0,0.0,0.0,0.0,1.0,46.0,1051.0,2111
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,173,5,191.0,577.0,412.0,46.0,44.0,26.0,30.0,155.0,92.0,25.0,5.0,4.0,2.0,30.0,1639.0,3010
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,174,4,212.0,437.0,279.0,36.0,33.0,19.0,16.0,115.0,58.0,16.0,3.0,1.0,3.0,34.0,1262.0,2418
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,175,9,1067.0,867.0,687.0,103.0,80.0,42.0,55.0,191.0,156.0,42.0,18.0,6.0,4.0,143.0,3461.0,6522
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,642,2,186.0,64.0,104.0,19.0,6.0,6.0,18.0,13.0,20.0,4.0,2.0,1.0,3.0,20.0,466.0,780
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,643,1,79.0,96.0,108.0,12.0,4.0,9.0,5.0,18.0,14.0,5.0,2.0,0.0,0.0,15.0,367.0,669
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,644,1,124.0,88.0,110.0,17.0,10.0,11.0,14.0,36.0,33.0,6.0,2.0,0.0,0.0,12.0,463.0,720
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,645,1,105.0,66.0,108.0,11.0,8.0,2.0,9.0,23.0,28.0,9.0,0.0,1.0,0.0,16.0,386.0,727
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,646,1,73.0,56.0,71.0,7.0,3.0,5.0,11.0,15.0,12.0,3.0,0.0,0.0,0.0,11.0,267.0,482
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,647,1,184.0,83.0,77.0,9.0,11.0,7.0,17.0,21.0,17.0,1.0,2.0,0.0,0.0,18.0,447.0,744
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,648,1,176.0,67.0,87.0,10.0,9.0,7.0,15.0,13.0,22.0,4.0,0.0,0.0,1.0,23.0,434.0,707
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,649,1,188.0,70.0,99.0,10.0,2.0,2.0,23.0,11.0,11.0,1.0,2.0,2.0,0.0,15.0,436.0,712
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,650,1,223.0,87.0,90.0,12.0,8.0,9.0,10.0,23.0,17.0,0.0,0.0,0.0,0.0,23.0,502.0,714
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,651,1,82.0,40.0,51.0,5.0,0.0,5.0,4.0,4.0,11.0,4.0,0.0,0.0,1.0,14.0,221.0,306
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,652,2,232.0,74.0,120.0,8.0,5.0,2.0,11.0,14.0,31.0,5.0,0.0,1.0,1.0,23.0,527.0,812
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,653,2,306.0,123.0,199.0,21.0,13.0,8.0,26.0,22.0,22.0,7.0,2.0,2.0,0.0,29.0,780.0,1245
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,654,1,124.0,88.0,97.0,13.0,7.0,4.0,11.0,16.0,21.0,1.0,1.0,0.0,0.0,11.0,394.0,647
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,655,2,165.0,119.0,146.0,17.0,9.0,10.0,27.0,26.0,27.0,3.0,1.0,1.0,1.0,19.0,571.0,850
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,656,1,66.0,75.0,74.0,11.0,2.0,2.0,21.0,15.0,8.0,1.0,1.0,0.0,0.0,24.0,300.0,440
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,657,1,127.0,46.0,61.0,3.0,4.0,2.0,6.0,9.0,7.0,3.0,1.0,0.0,0.0,14.0,283.0,495
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,658,2,250.0,116.0,182.0,11.0,13.0,7.0,16.0,20.0,20.0,5.0,0.0,0.0,0.0,22.0,662.0,964
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,659,1,204.0,53.0,72.0,9.0,4.0,5.0,9.0,6.0,10.0,0.0,0.0,0.0,2.0,21.0,395.0,618
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,660,2,247.0,79.0,139.0,15.0,8.0,12.0,16.0,20.0,12.0,5.0,0.0,0.0,0.0,28.0,581.0,923
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,661,2,289.0,94.0,113.0,13.0,9.0,7.0,14.0,16.0,13.0,2.0,3.0,0.0,0.0,26.0,599.0,905
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,662,2,291.0,101.0,113.0,13.0,9.0,10.0,22.0,19.0,20.0,3.0,2.0,0.0,5.0,34.0,642.0,965
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,663,2,253.0,85.0,128.0,15.0,8.0,6.0,18.0,10.0,24.0,0.0,1.0,1.0,1.0,29.0,579.0,901
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,664,2,333.0,97.0,118.0,24.0,12.0,6.0,23.0,10.0,13.0,7.0,0.0,0.0,3.0,40.0,686.0,1031
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,665,1,208.0,70.0,81.0,16.0,5.0,8.0,8.0,12.0,14.0,3.0,0.0,0.0,0.0,25.0,450.0,670
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,666,1,118.0,28.0,47.0,2.0,3.0,6.0,3.0,3.0,6.0,3.0,0.0,0.0,1.0,12.0,232.0,362
3,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUAREZ,667,2,367.0,128.0,120.0,16.0,9.0,9.0,20.0,8.0,16.0,2.0,1.0,1.0,1.0,32.0,730.0,1094
