CLAVE ENTIDAD,NOMBRE ENTIDAD,CLAVE DISTRITO,NOMBRE DISTRITO,CLAVE MUNICIPIO,MUNICIPIO,SECCION,LISTA HOMBRES,LISTA MUJERES,LISTA NO BINARIO,LISTA NOMINAL,LISTA_18_HOMBRES,LISTA_18_MUJERES,LISTA_18_NOBINARIO,LISTA_19_HOMBRES,LISTA_19_MUJERES,LISTA_19_NOBINARIO,LISTA_20_24_HOMBRES,LISTA_20_24_MUJERES,LISTA_20_24_NOBINARIO,LISTA_25_29_HOMBRES,LISTA_25_29_MUJERES,LISTA_25_29_NOBINARIO,LISTA_30_34_HOMBRES,LISTA_30_34_MUJERES,LISTA_30_34_NOBINARIO,LISTA_35_39_HOMBRES,LISTA_35_39_MUJERES,LISTA_35_39_NOBINARIO,LISTA_40_44_HOMBRES,LISTA_40_44_MUJERES,LISTA_40_44_NOBINARIO,LISTA_45_49_HOMBRES,LISTA_45_49_MUJERES,LISTA_45_49_NOBINARIO,LISTA_50_54_HOMBRES,LISTA_50_54_MUJERES,LISTA_50_54_NOBINARIO,LISTA_55_59_HOMBRES,LISTA_55_59_MUJERES,LISTA_55_59_NOBINARIO,LISTA_60_64_HOMBRES,LISTA_60_64_MUJERES,LISTA_60_64_NOBINARIO,LISTA_65_Y_MAS_HOMBRES,LISTA_65_Y_MAS_MUJERES,LISTA_65_Y_MAS_NOBINARIO
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,5.0,JOSE MARIA MORELOS,270.0,692,732,0,1424,17.0,15.0,0.0,15.0,14.0,0.0,86.0,89.0,0.0,88.0,98.0,0.0,75.0,71.0,0.0,54.0,65.0,0.0,54.0,67.0,0.0,50.0,70.0,0.0,62.0,52.0,0.0,51.0,44.0,0.0,26.0,34.0,0.0,114.0,113.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,5.0,JOSE MARIA MORELOS,271.0,558,572,0,1130,8.0,7.0,0.0,15.0,13.0,0.0,77.0,71.0,0.0,55.0,61.0,0.0,66.0,68.0,0.0,49.0,54.0,0.0,48.0,52.0,0.0,46.0,54.0,0.0,41.0,49.0,0.0,46.0,38.0,0.0,31.0,30.0,0.0,76.0,75.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,5.0,JOSE MARIA MORELOS,272.0,369,343,0,712,7.0,6.0,0.0,8.0,8.0,0.0,49.0,58.0,0.0,63.0,51.0,0.0,51.0,41.0,0.0,29.0,31.0,0.0,32.0,31.0,0.0,21.0,29.0,0.0,32.0,27.0,0.0,15.0,14.0,0.0,21.0,18.0,0.0,41.0,29.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,5.0,JOSE MARIA MORELOS,273.0,843,867,0,1710,16.0,17.0,0.0,20.0,21.0,0.0,141.0,118.0,0.0,83.0,110.0,0.0,92.0,103.0,0.0,71.0,86.0,0.0,72.0,77.0,0.0,75.0,75.0,0.0,63.0,57.0,0.0,55.0,51.0,0.0,41.0,45.0,0.0,114.0,107.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,5.0,JOSE MARIA MORELOS,274.0,763,706,0,1469,13.0,16.0,0.0,28.0,17.0,0.0,99.0,107.0,0.0,99.0,93.0,0.0,76.0,77.0,0.0,75.0,76.0,0.0,68.0,68.0,0.0,63.0,49.0,0.0,48.0,47.0,0.0,48.0,54.0,0.0,42.0,31.0,0.0,104.0,71.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,5.0,JOSE MARIA MORELOS,275.0,740,707,0,1447,20.0,17.0,0.0,15.0,12.0,0.0,86.0,87.0,0.0,105.0,89.0,0.0,83.0,103.0,0.0,61.0,77.0,0.0,64.0,64.0,0.0,83.0,62.0,0.0,52.0,44.0,0.0,44.0,35.0,0.0,26.0,44.0,0.0,101.0,73.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,5.0,JOSE MARIA MORELOS,276.0,644,666,0,1310,16.0,10.0,0.0,11.0,27.0,0.0,95.0,108.0,0.0,79.0,85.0,0.0,67.0,78.0,0.0,44.0,67.0,0.0,68.0,54.0,0.0,50.0,59.0,0.0,58.0,45.0,0.0,43.0,38.0,0.0,29.0,33.0,0.0,84.0,62.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,5.0,JOSE MARIA MORELOS,277.0,289,272,0,561,4.0,5.0,0.0,2.0,7.0,0.0,40.0,42.0,0.0,41.0,39.0,0.0,33.0,43.0,0.0,24.0,21.0,0.0,28.0,27.0,0.0,24.0,19.0,0.0,21.0,23.0,0.0,22.0,15.0,0.0,15.0,12.0,0.0,35.0,19.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,5.0,JOSE MARIA MORELOS,278.0,489,442,0,931,8.0,12.0,0.0,16.0,18.0,0.0,79.0,78.0,0.0,62.0,61.0,0.0,53.0,61.0,0.0,48.0,34.0,0.0,35.0,47.0,0.0,50.0,38.0,0.0,28.0,19.0,0.0,26.0,27.0,0.0,20.0,15.0,0.0,64.0,32.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,5.0,JOSE MARIA MORELOS,279.0,356,382,0,738,5.0,6.0,0.0,14.0,11.0,0.0,53.0,61.0,0.0,39.0,63.0,0.0,38.0,33.0,0.0,29.0,40.0,0.0,35.0,35.0,0.0,34.0,39.0,0.0,30.0,23.0,0.0,16.0,21.0,0.0,17.0,16.0,0.0,46.0,34.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,5.0,JOSE MARIA MORELOS,280.0,351,337,0,688,3.0,7.0,0.0,9.0,7.0,0.0,42.0,55.0,0.0,44.0,44.0,0.0,51.0,38.0,0.0,23.0,44.0,0.0,47.0,31.0,0.0,37.0,32.0,0.0,25.0,21.0,0.0,21.0,15.0,0.0,13.0,14.0,0.0,36.0,29.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,5.0,JOSE MARIA MORELOS,281.0,149,124,0,273,4.0,1.0,0.0,4.0,3.0,0.0,16.0,24.0,0.0,26.0,17.0,0.0,18.0,17.0,0.0,21.0,14.0,0.0,14.0,15.0,0.0,11.0,5.0,0.0,6.0,5.0,0.0,3.0,8.0,0.0,6.0,5.0,0.0,20.0,10.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,5.0,JOSE MARIA MORELOS,282.0,463,401,0,864,6.0,4.0,0.0,10.0,10.0,0.0,67.0,61.0,0.0,56.0,55.0,0.0,42.0,40.0,0.0,39.0,36.0,0.0,41.0,43.0,0.0,36.0,39.0,0.0,35.0,24.0,0.0,33.0,20.0,0.0,20.0,22.0,0.0,78.0,47.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,5.0,JOSE MARIA MORELOS,283.0,410,365,0,775,5.0,10.0,0.0,4.0,6.0,0.0,63.0,63.0,0.0,59.0,49.0,0.0,41.0,49.0,0.0,46.0,30.0,0.0,32.0,39.0,0.0,33.0,27.0,0.0,32.0,23.0,0.0,22.0,22.0,0.0,15.0,11.0,0.0,58.0,36.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,298.0,623,667,0,1290,9.0,17.0,0.0,10.0,12.0,0.0,83.0,82.0,0.0,78.0,90.0,0.0,67.0,71.0,0.0,63.0,67.0,0.0,57.0,59.0,0.0,59.0,71.0,0.0,64.0,66.0,0.0,39.0,32.0,0.0,34.0,38.0,0.0,60.0,62.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,299.0,640,656,0,1296,11.0,12.0,0.0,13.0,16.0,0.0,94.0,87.0,0.0,87.0,91.0,0.0,78.0,62.0,0.0,60.0,61.0,0.0,44.0,57.0,0.0,53.0,74.0,0.0,68.0,62.0,0.0,40.0,47.0,0.0,40.0,27.0,0.0,52.0,60.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,300.0,1299,1529,0,2828,27.0,19.0,0.0,21.0,29.0,0.0,184.0,148.0,0.0,136.0,170.0,0.0,159.0,168.0,0.0,127.0,165.0,0.0,96.0,123.0,0.0,108.0,145.0,0.0,128.0,168.0,0.0,111.0,138.0,0.0,95.0,123.0,0.0,107.0,133.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,301.0,233,249,0,482,6.0,3.0,0.0,6.0,3.0,0.0,20.0,25.0,0.0,26.0,28.0,0.0,31.0,28.0,0.0,28.0,30.0,0.0,22.0,25.0,0.0,22.0,21.0,0.0,26.0,22.0,0.0,18.0,26.0,0.0,14.0,17.0,0.0,14.0,21.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,302.0,896,967,0,1863,20.0,9.0,0.0,30.0,27.0,0.0,101.0,139.0,0.0,105.0,101.0,0.0,93.0,93.0,0.0,78.0,91.0,0.0,83.0,108.0,0.0,127.0,117.0,0.0,87.0,81.0,0.0,54.0,53.0,0.0,40.0,60.0,0.0,78.0,88.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,303.0,514,547,0,1061,11.0,5.0,0.0,7.0,6.0,0.0,38.0,41.0,0.0,57.0,59.0,0.0,74.0,89.0,0.0,80.0,63.0,0.0,57.0,38.0,0.0,31.0,46.0,0.0,20.0,25.0,0.0,36.0,62.0,0.0,38.0,42.0,0.0,65.0,71.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,304.0,502,538,0,1040,9.0,6.0,0.0,8.0,2.0,0.0,50.0,46.0,0.0,61.0,46.0,0.0,64.0,86.0,0.0,74.0,71.0,0.0,46.0,46.0,0.0,28.0,38.0,0.0,25.0,29.0,0.0,41.0,70.0,0.0,43.0,42.0,0.0,53.0,56.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,305.0,543,605,0,1148,9.0,6.0,0.0,9.0,12.0,0.0,49.0,61.0,0.0,67.0,61.0,0.0,88.0,84.0,0.0,65.0,61.0,0.0,40.0,37.0,0.0,34.0,38.0,0.0,32.0,53.0,0.0,54.0,76.0,0.0,39.0,61.0,0.0,57.0,55.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,306.0,460,502,0,962,5.0,5.0,0.0,9.0,4.0,0.0,31.0,39.0,0.0,62.0,50.0,0.0,60.0,60.0,0.0,52.0,52.0,0.0,36.0,42.0,0.0,25.0,30.0,0.0,27.0,37.0,0.0,33.0,48.0,0.0,40.0,57.0,0.0,80.0,78.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,308.0,539,608,0,1147,6.0,11.0,0.0,11.0,9.0,0.0,43.0,66.0,0.0,68.0,68.0,0.0,60.0,61.0,0.0,64.0,60.0,0.0,60.0,57.0,0.0,40.0,44.0,0.0,46.0,53.0,0.0,25.0,34.0,0.0,41.0,45.0,0.0,75.0,100.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,309.0,673,755,0,1428,10.0,12.0,0.0,15.0,21.0,0.0,80.0,87.0,0.0,64.0,78.0,0.0,76.0,78.0,0.0,80.0,88.0,0.0,65.0,66.0,0.0,54.0,55.0,0.0,46.0,40.0,0.0,32.0,58.0,0.0,49.0,77.0,0.0,102.0,95.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,310.0,555,619,0,1174,6.0,12.0,0.0,9.0,14.0,0.0,72.0,64.0,0.0,58.0,80.0,0.0,62.0,56.0,0.0,55.0,61.0,0.0,52.0,51.0,0.0,52.0,58.0,0.0,54.0,42.0,0.0,26.0,39.0,0.0,29.0,39.0,0.0,80.0,103.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,311.0,514,581,0,1095,7.0,12.0,0.0,14.0,10.0,0.0,61.0,59.0,0.0,59.0,45.0,0.0,54.0,47.0,0.0,41.0,56.0,0.0,61.0,64.0,0.0,52.0,66.0,0.0,37.0,41.0,0.0,35.0,31.0,0.0,27.0,26.0,0.0,66.0,124.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,312.0,514,558,0,1072,9.0,6.0,0.0,13.0,5.0,0.0,53.0,60.0,0.0,77.0,60.0,0.0,37.0,57.0,0.0,48.0,51.0,0.0,47.0,44.0,0.0,51.0,62.0,0.0,33.0,46.0,0.0,32.0,32.0,0.0,32.0,25.0,0.0,82.0,110.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,313.0,301,325,0,626,2.0,10.0,0.0,8.0,9.0,0.0,31.0,32.0,0.0,44.0,35.0,0.0,38.0,29.0,0.0,24.0,24.0,0.0,31.0,20.0,0.0,29.0,36.0,0.0,23.0,36.0,0.0,19.0,22.0,0.0,18.0,17.0,0.0,34.0,55.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,314.0,255,255,0,510,3.0,0.0,0.0,5.0,2.0,0.0,24.0,33.0,0.0,33.0,26.0,0.0,24.0,21.0,0.0,23.0,21.0,0.0,34.0,27.0,0.0,33.0,29.0,0.0,20.0,20.0,0.0,13.0,16.0,0.0,5.0,9.0,0.0,38.0,51.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,315.0,559,586,0,1145,6.0,6.0,0.0,13.0,9.0,0.0,62.0,48.0,0.0,49.0,42.0,0.0,54.0,52.0,0.0,59.0,59.0,0.0,52.0,50.0,0.0,60.0,63.0,0.0,35.0,41.0,0.0,29.0,31.0,0.0,29.0,32.0,0.0,111.0,153.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,317.0,784,933,0,1717,20.0,13.0,0.0,20.0,16.0,0.0,89.0,100.0,0.0,91.0,107.0,0.0,88.0,95.0,0.0,73.0,71.0,0.0,54.0,68.0,0.0,50.0,78.0,0.0,72.0,95.0,0.0,76.0,87.0,0.0,58.0,77.0,0.0,93.0,126.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,318.0,549,612,0,1161,11.0,9.0,0.0,14.0,9.0,0.0,66.0,60.0,0.0,58.0,54.0,0.0,58.0,60.0,0.0,38.0,70.0,0.0,61.0,66.0,0.0,53.0,58.0,0.0,45.0,40.0,0.0,33.0,38.0,0.0,29.0,42.0,0.0,83.0,106.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,319.0,567,667,0,1234,9.0,7.0,0.0,9.0,10.0,0.0,69.0,85.0,0.0,48.0,70.0,0.0,84.0,60.0,0.0,52.0,64.0,0.0,43.0,49.0,0.0,44.0,58.0,0.0,55.0,71.0,0.0,58.0,59.0,0.0,50.0,67.0,0.0,46.0,67.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,320.0,486,584,0,1070,6.0,5.0,0.0,6.0,8.0,0.0,47.0,50.0,0.0,67.0,69.0,0.0,58.0,74.0,0.0,65.0,60.0,0.0,39.0,44.0,0.0,23.0,42.0,0.0,41.0,39.0,0.0,52.0,80.0,0.0,34.0,53.0,0.0,48.0,60.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,321.0,364,430,0,794,9.0,5.0,0.0,9.0,11.0,0.0,48.0,35.0,0.0,34.0,44.0,0.0,46.0,48.0,0.0,42.0,51.0,0.0,35.0,41.0,0.0,22.0,36.0,0.0,33.0,28.0,0.0,25.0,41.0,0.0,23.0,37.0,0.0,38.0,53.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,322.0,734,838,0,1572,12.0,16.0,0.0,17.0,18.0,0.0,106.0,96.0,0.0,85.0,118.0,0.0,83.0,89.0,0.0,91.0,96.0,0.0,76.0,100.0,0.0,57.0,71.0,0.0,56.0,58.0,0.0,42.0,60.0,0.0,38.0,52.0,0.0,71.0,64.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,323.0,374,429,0,803,5.0,5.0,0.0,6.0,4.0,0.0,36.0,57.0,0.0,45.0,44.0,0.0,40.0,42.0,0.0,40.0,43.0,0.0,48.0,41.0,0.0,28.0,28.0,0.0,21.0,27.0,0.0,20.0,29.0,0.0,29.0,47.0,0.0,56.0,62.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,324.0,142,166,0,308,2.0,6.0,0.0,1.0,2.0,0.0,15.0,11.0,0.0,18.0,16.0,0.0,23.0,22.0,0.0,10.0,20.0,0.0,12.0,13.0,0.0,12.0,12.0,0.0,7.0,18.0,0.0,13.0,19.0,0.0,13.0,6.0,0.0,16.0,21.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,325.0,376,400,0,776,6.0,5.0,0.0,10.0,5.0,0.0,40.0,31.0,0.0,45.0,52.0,0.0,41.0,45.0,0.0,44.0,35.0,0.0,32.0,34.0,0.0,37.0,39.0,0.0,19.0,25.0,0.0,21.0,32.0,0.0,21.0,27.0,0.0,60.0,70.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,326.0,473,489,0,962,3.0,4.0,0.0,10.0,5.0,0.0,61.0,49.0,0.0,45.0,50.0,0.0,51.0,37.0,0.0,42.0,46.0,0.0,51.0,41.0,0.0,38.0,47.0,0.0,39.0,41.0,0.0,27.0,35.0,0.0,25.0,28.0,0.0,81.0,106.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,327.0,286,330,0,616,5.0,5.0,0.0,6.0,7.0,0.0,31.0,40.0,0.0,30.0,25.0,0.0,27.0,29.0,0.0,25.0,30.0,0.0,29.0,31.0,0.0,22.0,29.0,0.0,27.0,41.0,0.0,22.0,26.0,0.0,24.0,15.0,0.0,38.0,52.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,328.0,371,453,0,824,5.0,4.0,0.0,8.0,9.0,0.0,42.0,31.0,0.0,30.0,40.0,0.0,26.0,37.0,0.0,39.0,52.0,0.0,43.0,42.0,0.0,36.0,44.0,0.0,24.0,43.0,0.0,36.0,23.0,0.0,23.0,32.0,0.0,59.0,96.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,329.0,374,378,0,752,5.0,7.0,0.0,1.0,4.0,0.0,54.0,34.0,0.0,47.0,36.0,0.0,39.0,29.0,0.0,32.0,36.0,0.0,29.0,32.0,0.0,43.0,40.0,0.0,25.0,31.0,0.0,24.0,25.0,0.0,17.0,32.0,0.0,58.0,72.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,330.0,530,553,0,1083,10.0,6.0,0.0,5.0,11.0,0.0,50.0,56.0,0.0,65.0,69.0,0.0,59.0,42.0,0.0,48.0,44.0,0.0,50.0,42.0,0.0,41.0,47.0,0.0,44.0,44.0,0.0,30.0,38.0,0.0,38.0,36.0,0.0,90.0,118.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,331.0,376,407,0,783,3.0,5.0,0.0,4.0,9.0,0.0,32.0,35.0,0.0,42.0,33.0,0.0,44.0,34.0,0.0,40.0,44.0,0.0,39.0,38.0,0.0,31.0,31.0,0.0,35.0,38.0,0.0,16.0,27.0,0.0,25.0,27.0,0.0,65.0,86.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,332.0,443,540,0,983,3.0,11.0,0.0,10.0,11.0,0.0,24.0,35.0,0.0,42.0,28.0,0.0,42.0,49.0,0.0,53.0,61.0,0.0,50.0,52.0,0.0,33.0,35.0,0.0,20.0,38.0,0.0,28.0,31.0,0.0,32.0,64.0,0.0,106.0,125.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,333.0,468,616,0,1084,5.0,6.0,0.0,11.0,15.0,0.0,34.0,50.0,0.0,34.0,37.0,0.0,44.0,38.0,0.0,56.0,61.0,0.0,67.0,83.0,0.0,31.0,41.0,0.0,37.0,34.0,0.0,19.0,34.0,0.0,19.0,59.0,0.0,111.0,158.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,334.0,1274,1473,0,2747,23.0,22.0,0.0,30.0,27.0,0.0,153.0,157.0,0.0,149.0,163.0,0.0,139.0,153.0,0.0,118.0,146.0,0.0,96.0,129.0,0.0,114.0,137.0,0.0,114.0,160.0,0.0,91.0,127.0,0.0,85.0,94.0,0.0,162.0,158.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,335.0,559,573,0,1132,9.0,10.0,0.0,9.0,12.0,0.0,46.0,57.0,0.0,71.0,62.0,0.0,78.0,77.0,0.0,85.0,64.0,0.0,52.0,46.0,0.0,31.0,36.0,0.0,29.0,34.0,0.0,43.0,70.0,0.0,46.0,47.0,0.0,60.0,58.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,336.0,318,352,0,670,6.0,2.0,0.0,8.0,8.0,0.0,33.0,32.0,0.0,37.0,28.0,0.0,39.0,46.0,0.0,40.0,52.0,0.0,30.0,36.0,0.0,21.0,14.0,0.0,12.0,29.0,0.0,25.0,38.0,0.0,24.0,28.0,0.0,43.0,39.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,337.0,1704,1887,0,3591,24.0,31.0,0.0,41.0,43.0,0.0,231.0,223.0,0.0,181.0,194.0,0.0,180.0,218.0,0.0,196.0,215.0,0.0,161.0,213.0,0.0,174.0,206.0,0.0,163.0,167.0,0.0,121.0,139.0,0.0,104.0,97.0,0.0,128.0,141.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,338.0,433,497,0,930,7.0,4.0,0.0,7.0,10.0,0.0,53.0,52.0,0.0,58.0,51.0,0.0,60.0,62.0,0.0,59.0,60.0,0.0,29.0,44.0,0.0,27.0,23.0,0.0,22.0,47.0,0.0,33.0,59.0,0.0,38.0,39.0,0.0,40.0,46.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,339.0,371,447,0,818,7.0,3.0,0.0,4.0,6.0,0.0,40.0,40.0,0.0,33.0,38.0,0.0,63.0,62.0,0.0,38.0,57.0,0.0,36.0,39.0,0.0,23.0,36.0,0.0,18.0,27.0,0.0,34.0,49.0,0.0,37.0,49.0,0.0,38.0,41.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,340.0,190,220,0,410,4.0,1.0,0.0,2.0,1.0,0.0,20.0,12.0,0.0,16.0,22.0,0.0,20.0,26.0,0.0,21.0,23.0,0.0,21.0,26.0,0.0,10.0,11.0,0.0,10.0,17.0,0.0,8.0,18.0,0.0,21.0,22.0,0.0,37.0,41.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,341.0,314,350,0,664,10.0,7.0,0.0,2.0,4.0,0.0,39.0,25.0,0.0,41.0,40.0,0.0,47.0,46.0,0.0,31.0,41.0,0.0,28.0,27.0,0.0,14.0,30.0,0.0,18.0,25.0,0.0,19.0,36.0,0.0,27.0,35.0,0.0,38.0,34.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,342.0,612,652,0,1264,13.0,10.0,0.0,17.0,16.0,0.0,55.0,71.0,0.0,61.0,63.0,0.0,75.0,61.0,0.0,67.0,64.0,0.0,62.0,52.0,0.0,43.0,57.0,0.0,41.0,60.0,0.0,45.0,43.0,0.0,57.0,69.0,0.0,76.0,86.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,343.0,473,562,0,1035,7.0,8.0,0.0,10.0,4.0,0.0,45.0,52.0,0.0,46.0,42.0,0.0,36.0,51.0,0.0,56.0,48.0,0.0,60.0,63.0,0.0,48.0,45.0,0.0,26.0,34.0,0.0,27.0,43.0,0.0,28.0,54.0,0.0,84.0,118.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,344.0,517,577,0,1094,11.0,9.0,0.0,11.0,5.0,0.0,64.0,56.0,0.0,44.0,55.0,0.0,36.0,50.0,0.0,58.0,63.0,0.0,52.0,46.0,0.0,45.0,48.0,0.0,42.0,47.0,0.0,40.0,35.0,0.0,27.0,43.0,0.0,87.0,120.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,345.0,221,246,0,467,0.0,1.0,0.0,4.0,3.0,0.0,24.0,30.0,0.0,14.0,22.0,0.0,27.0,18.0,0.0,20.0,21.0,0.0,24.0,21.0,0.0,19.0,22.0,0.0,23.0,17.0,0.0,11.0,15.0,0.0,15.0,13.0,0.0,40.0,63.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,346.0,330,371,0,701,3.0,5.0,0.0,4.0,10.0,0.0,37.0,41.0,0.0,36.0,33.0,0.0,26.0,27.0,0.0,31.0,28.0,0.0,21.0,35.0,0.0,27.0,42.0,0.0,32.0,41.0,0.0,39.0,24.0,0.0,21.0,16.0,0.0,53.0,69.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,347.0,435,487,0,922,2.0,8.0,0.0,7.0,10.0,0.0,43.0,38.0,0.0,58.0,43.0,0.0,48.0,49.0,0.0,43.0,43.0,0.0,35.0,35.0,0.0,27.0,40.0,0.0,35.0,43.0,0.0,35.0,37.0,0.0,30.0,26.0,0.0,72.0,115.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,348.0,273,309,0,582,1.0,4.0,0.0,5.0,9.0,0.0,31.0,28.0,0.0,27.0,31.0,0.0,34.0,24.0,0.0,24.0,22.0,0.0,26.0,27.0,0.0,22.0,29.0,0.0,30.0,30.0,0.0,13.0,24.0,0.0,20.0,18.0,0.0,40.0,63.0,0.0
23,QUINTANA ROO,2.0,OTHON P. BLANCO                                   ,7.0,OTHON P. BLANCO,349.0,313,353,0,666,8.0,6.0,0.0,6.0,3.0,0.0,42.0,27.0,0.0,31.0,40.0,0.0,21.0,21.0,0.0,25.0,20.0,0.0,25.0,31.0,0.0,37.0,43.0,0.0,29.0,44.0,0.0,30.0,24.0,0.0,14.0,18.0,0.0,45.0,76.0,0.0
