CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,PAN_NVA_ALIANZA,PRI_PVEM,PRD_PT,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,505,1,10.0,47.0,27.0,33.0,11.0,5.0,3.0,31.0,8.0,9.0,,3.0,0.0,0.0,6.0,193.0,612
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,506,1,9.0,43.0,11.0,40.0,10.0,6.0,5.0,33.0,6.0,3.0,,3.0,0.0,0.0,12.0,181.0,597
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,507,1,3.0,24.0,11.0,36.0,2.0,4.0,8.0,20.0,5.0,6.0,,2.0,0.0,0.0,12.0,133.0,433
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,508,1,16.0,31.0,10.0,53.0,5.0,10.0,5.0,22.0,6.0,8.0,,7.0,0.0,0.0,16.0,189.0,609
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,509,1,11.0,23.0,8.0,19.0,3.0,1.0,3.0,15.0,4.0,1.0,,1.0,0.0,0.0,6.0,95.0,292
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,510,2,15.0,75.0,44.0,107.0,15.0,19.0,14.0,63.0,7.0,8.0,,27.0,0.0,0.0,23.0,417.0,1058
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,511,2,11.0,48.0,21.0,54.0,13.0,13.0,13.0,45.0,13.0,7.0,,11.0,0.0,0.0,19.0,268.0,895
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,512,1,16.0,39.0,11.0,40.0,9.0,5.0,8.0,34.0,5.0,0.0,,8.0,0.0,0.0,22.0,197.0,508
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,513,1,6.0,27.0,3.0,33.0,2.0,9.0,7.0,18.0,3.0,2.0,,7.0,0.0,0.0,13.0,130.0,410
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,514,1,12.0,52.0,14.0,43.0,9.0,22.0,3.0,41.0,6.0,8.0,,8.0,0.0,0.0,10.0,228.0,680
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,515,1,14.0,24.0,7.0,31.0,7.0,13.0,12.0,16.0,3.0,3.0,,6.0,0.0,0.0,7.0,143.0,550
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,516,2,31.0,68.0,20.0,68.0,6.0,20.0,4.0,45.0,5.0,10.0,,10.0,0.0,0.0,14.0,301.0,837
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,517,1,10.0,28.0,4.0,27.0,3.0,8.0,5.0,23.0,3.0,5.0,,3.0,0.0,0.0,15.0,134.0,378
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,518,2,22.0,66.0,12.0,45.0,16.0,32.0,16.0,56.0,8.0,15.0,,4.0,0.0,2.0,13.0,307.0,952
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,519,2,26.0,77.0,7.0,27.0,9.0,19.0,9.0,59.0,16.0,13.0,,7.0,0.0,1.0,16.0,286.0,787
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,520,2,14.0,69.0,25.0,37.0,3.0,24.0,5.0,44.0,12.0,14.0,,12.0,0.0,0.0,17.0,276.0,1051
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,521,2,28.0,70.0,33.0,43.0,11.0,23.0,12.0,37.0,10.0,13.0,,8.0,0.0,0.0,13.0,301.0,1007
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,522,2,27.0,129.0,38.0,168.0,19.0,30.0,16.0,77.0,13.0,16.0,,35.0,0.0,0.0,28.0,596.0,1487
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,523,1,10.0,22.0,12.0,30.0,2.0,9.0,1.0,26.0,3.0,6.0,,6.0,0.0,0.0,13.0,140.0,411
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,524,1,7.0,64.0,22.0,45.0,3.0,7.0,7.0,37.0,9.0,3.0,,4.0,0.0,0.0,16.0,224.0,578
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,525,2,16.0,104.0,24.0,93.0,17.0,21.0,19.0,59.0,11.0,18.0,,17.0,0.0,0.0,15.0,414.0,1169
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,526,2,10.0,76.0,18.0,87.0,8.0,12.0,19.0,41.0,12.0,11.0,,24.0,0.0,0.0,8.0,326.0,780
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,527,2,18.0,79.0,20.0,71.0,14.0,17.0,4.0,36.0,10.0,10.0,,9.0,0.0,0.0,13.0,301.0,846
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,528,2,16.0,82.0,28.0,71.0,6.0,11.0,14.0,49.0,6.0,6.0,,18.0,0.0,0.0,13.0,320.0,917
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,529,2,14.0,54.0,23.0,70.0,5.0,15.0,12.0,31.0,7.0,15.0,,11.0,0.0,0.0,17.0,274.0,870
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,530,2,15.0,69.0,17.0,83.0,11.0,14.0,13.0,31.0,10.0,18.0,,20.0,0.0,0.0,15.0,316.0,961
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,531,2,24.0,94.0,34.0,89.0,12.0,21.0,7.0,49.0,10.0,11.0,,11.0,0.0,1.0,30.0,393.0,988
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,532,1,18.0,68.0,16.0,44.0,7.0,6.0,13.0,49.0,9.0,5.0,,11.0,0.0,0.0,12.0,258.0,710
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,533,2,19.0,64.0,17.0,71.0,12.0,23.0,8.0,69.0,13.0,11.0,,12.0,0.0,2.0,18.0,339.0,922
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,534,1,14.0,60.0,12.0,94.0,11.0,13.0,4.0,44.0,16.0,0.0,,0.0,0.0,0.0,11.0,279.0,743
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,535,2,30.0,44.0,15.0,50.0,11.0,28.0,12.0,52.0,11.0,16.0,,3.0,0.0,0.0,13.0,285.0,833
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,536,2,29.0,71.0,15.0,48.0,15.0,14.0,10.0,55.0,20.0,14.0,,6.0,0.0,1.0,17.0,315.0,1165
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,537,1,12.0,27.0,5.0,26.0,10.0,18.0,5.0,27.0,11.0,8.0,,1.0,0.0,0.0,11.0,161.0,493
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,538,2,21.0,55.0,8.0,32.0,11.0,17.0,5.0,48.0,10.0,12.0,,4.0,0.0,2.0,11.0,236.0,765
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,539,1,14.0,37.0,10.0,19.0,6.0,12.0,10.0,28.0,9.0,16.0,,3.0,0.0,1.0,9.0,174.0,687
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,540,1,11.0,36.0,9.0,56.0,9.0,9.0,6.0,27.0,9.0,6.0,,7.0,0.0,0.0,12.0,197.0,520
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,541,1,12.0,37.0,23.0,58.0,7.0,16.0,7.0,24.0,4.0,5.0,,11.0,0.0,0.0,12.0,216.0,672
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,542,2,19.0,47.0,13.0,54.0,10.0,21.0,9.0,43.0,4.0,9.0,,18.0,0.0,0.0,15.0,262.0,779
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,543,1,24.0,81.0,15.0,48.0,13.0,23.0,8.0,35.0,4.0,3.0,,14.0,0.0,1.0,13.0,282.0,734
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,544,2,19.0,81.0,13.0,45.0,15.0,17.0,12.0,39.0,5.0,7.0,,7.0,0.0,0.0,17.0,277.0,853
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,545,1,11.0,64.0,24.0,49.0,7.0,16.0,5.0,29.0,6.0,10.0,,14.0,0.0,1.0,10.0,246.0,693
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,546,2,22.0,54.0,38.0,76.0,8.0,12.0,7.0,48.0,15.0,2.0,,14.0,0.0,2.0,16.0,314.0,810
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,547,2,24.0,78.0,24.0,67.0,16.0,17.0,8.0,52.0,14.0,14.0,,12.0,0.0,1.0,22.0,349.0,837
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,548,2,16.0,79.0,20.0,100.0,11.0,28.0,7.0,67.0,19.0,13.0,,21.0,0.0,0.0,21.0,402.0,1182
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,549,1,12.0,52.0,26.0,54.0,6.0,8.0,7.0,20.0,3.0,7.0,,19.0,0.0,0.0,13.0,227.0,726
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,550,1,15.0,53.0,15.0,54.0,15.0,17.0,9.0,34.0,6.0,6.0,,12.0,0.0,0.0,13.0,249.0,658
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,551,2,14.0,94.0,39.0,71.0,15.0,16.0,15.0,53.0,4.0,4.0,,16.0,0.0,0.0,25.0,366.0,927
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,552,1,12.0,71.0,11.0,46.0,7.0,18.0,8.0,34.0,8.0,6.0,,12.0,0.0,0.0,10.0,243.0,667
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,553,2,17.0,53.0,14.0,58.0,10.0,16.0,7.0,54.0,7.0,11.0,,7.0,0.0,0.0,20.0,274.0,824
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,554,1,19.0,56.0,11.0,56.0,8.0,18.0,8.0,27.0,8.0,9.0,,11.0,0.0,0.0,31.0,262.0,692
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,555,1,5.0,41.0,11.0,45.0,10.0,20.0,4.0,16.0,3.0,8.0,,8.0,0.0,1.0,11.0,183.0,506
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,556,2,27.0,98.0,20.0,96.0,9.0,21.0,9.0,47.0,8.0,8.0,,23.0,0.0,0.0,24.0,390.0,904
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,557,1,13.0,47.0,12.0,43.0,12.0,19.0,4.0,30.0,12.0,4.0,,10.0,0.0,0.0,18.0,224.0,621
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,558,2,21.0,72.0,23.0,80.0,13.0,24.0,6.0,44.0,11.0,8.0,,13.0,0.0,0.0,21.0,336.0,888
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,559,2,29.0,65.0,21.0,79.0,9.0,29.0,9.0,51.0,6.0,5.0,,10.0,0.0,0.0,22.0,335.0,1034
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,560,1,9.0,52.0,10.0,72.0,4.0,14.0,9.0,25.0,14.0,9.0,,13.0,0.0,0.0,20.0,251.0,642
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,561,2,16.0,49.0,31.0,56.0,7.0,19.0,16.0,33.0,13.0,8.0,,8.0,0.0,0.0,14.0,270.0,771
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,562,2,13.0,35.0,17.0,72.0,8.0,18.0,9.0,42.0,7.0,9.0,,7.0,0.0,0.0,19.0,256.0,779
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,563,2,22.0,84.0,17.0,57.0,13.0,11.0,8.0,52.0,8.0,9.0,,7.0,0.0,0.0,18.0,306.0,861
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,564,2,24.0,62.0,24.0,32.0,10.0,18.0,9.0,48.0,5.0,10.0,,7.0,0.0,0.0,13.0,262.0,883
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,565,2,18.0,54.0,19.0,51.0,7.0,14.0,11.0,47.0,10.0,6.0,,16.0,0.0,0.0,15.0,268.0,769
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,566,2,17.0,63.0,17.0,61.0,8.0,17.0,14.0,47.0,13.0,9.0,,13.0,0.0,1.0,25.0,305.0,759
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,567,1,22.0,53.0,19.0,43.0,2.0,26.0,13.0,47.0,7.0,9.0,,9.0,0.0,0.0,13.0,263.0,734
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,568,2,19.0,72.0,26.0,72.0,17.0,18.0,9.0,42.0,10.0,4.0,,13.0,0.0,0.0,10.0,312.0,925
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,569,2,6.0,101.0,30.0,61.0,14.0,18.0,11.0,42.0,7.0,7.0,,20.0,0.0,0.0,21.0,338.0,821
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,570,2,18.0,54.0,24.0,42.0,16.0,26.0,15.0,44.0,3.0,2.0,,13.0,0.0,0.0,16.0,273.0,859
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,571,2,35.0,134.0,21.0,79.0,8.0,24.0,5.0,55.0,13.0,19.0,,20.0,0.0,1.0,27.0,441.0,1238
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,572,1,26.0,83.0,8.0,40.0,10.0,11.0,10.0,26.0,6.0,8.0,,20.0,0.0,1.0,17.0,266.0,642
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,573,2,21.0,87.0,23.0,65.0,9.0,15.0,10.0,40.0,7.0,8.0,,27.0,0.0,1.0,19.0,332.0,815
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,574,1,10.0,53.0,12.0,51.0,1.0,5.0,3.0,20.0,9.0,2.0,,8.0,0.0,0.0,9.0,183.0,512
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,575,2,17.0,77.0,17.0,96.0,8.0,15.0,10.0,38.0,6.0,11.0,,23.0,0.0,0.0,17.0,335.0,853
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,576,1,19.0,87.0,6.0,74.0,9.0,12.0,4.0,44.0,8.0,5.0,,36.0,0.0,2.0,7.0,313.0,685
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,577,1,10.0,52.0,7.0,101.0,4.0,8.0,8.0,36.0,8.0,3.0,,31.0,0.0,0.0,17.0,285.0,679
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,578,27,258.0,981.0,265.0,623.0,131.0,241.0,168.0,558.0,116.0,158.0,,110.0,0.0,5.0,187.0,3801.0,19007
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,579,1,15.0,38.0,20.0,49.0,6.0,9.0,8.0,30.0,4.0,6.0,,4.0,0.0,0.0,7.0,196.0,703
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,580,1,10.0,31.0,16.0,45.0,6.0,8.0,7.0,17.0,2.0,7.0,,9.0,0.0,0.0,7.0,165.0,525
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,581,1,3.0,20.0,14.0,46.0,3.0,5.0,4.0,16.0,5.0,3.0,,4.0,0.0,0.0,5.0,128.0,355
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,582,1,9.0,37.0,8.0,49.0,5.0,5.0,5.0,19.0,0.0,3.0,,7.0,0.0,0.0,3.0,150.0,405
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,583,1,9.0,16.0,14.0,18.0,2.0,2.0,2.0,10.0,1.0,1.0,,1.0,0.0,0.0,7.0,83.0,224
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,584,1,6.0,15.0,5.0,15.0,2.0,9.0,0.0,10.0,1.0,2.0,,1.0,0.0,0.0,3.0,69.0,152
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,585,2,18.0,74.0,28.0,64.0,5.0,11.0,9.0,21.0,6.0,14.0,,14.0,0.0,0.0,16.0,280.0,839
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,586,1,10.0,23.0,6.0,21.0,5.0,7.0,2.0,10.0,0.0,1.0,,5.0,0.0,0.0,6.0,96.0,271
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,587,1,6.0,33.0,14.0,22.0,4.0,5.0,10.0,16.0,3.0,6.0,,5.0,0.0,0.0,4.0,128.0,297
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,588,1,4.0,22.0,8.0,12.0,1.0,4.0,5.0,14.0,1.0,1.0,,3.0,0.0,0.0,5.0,80.0,235
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,589,1,11.0,27.0,7.0,35.0,9.0,14.0,8.0,22.0,8.0,5.0,,2.0,0.0,0.0,4.0,152.0,460
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,590,1,7.0,20.0,8.0,46.0,2.0,6.0,4.0,15.0,1.0,5.0,,2.0,0.0,0.0,4.0,120.0,363
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,591,7,71.0,362.0,72.0,296.0,39.0,65.0,46.0,149.0,44.0,28.0,,48.0,0.0,1.0,52.0,1273.0,4605
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,592,2,22.0,59.0,14.0,85.0,8.0,16.0,7.0,47.0,10.0,12.0,,19.0,0.0,0.0,14.0,313.0,1024
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,593,1,14.0,25.0,8.0,31.0,7.0,8.0,3.0,19.0,6.0,2.0,,7.0,0.0,0.0,14.0,144.0,436
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,594,1,16.0,55.0,10.0,36.0,10.0,23.0,8.0,37.0,12.0,9.0,,3.0,0.0,0.0,9.0,228.0,657
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,595,1,12.0,50.0,31.0,37.0,10.0,10.0,9.0,28.0,10.0,11.0,,7.0,0.0,1.0,11.0,227.0,689
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,596,1,13.0,23.0,13.0,31.0,4.0,18.0,7.0,37.0,5.0,5.0,,5.0,0.0,1.0,13.0,175.0,535
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,597,1,3.0,26.0,5.0,25.0,6.0,8.0,6.0,14.0,6.0,7.0,,0.0,0.0,0.0,8.0,114.0,314
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,598,1,20.0,44.0,18.0,83.0,12.0,26.0,5.0,36.0,8.0,11.0,,8.0,0.0,0.0,17.0,288.0,745
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,599,1,11.0,38.0,13.0,75.0,4.0,7.0,9.0,22.0,7.0,5.0,,15.0,0.0,0.0,12.0,218.0,611
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,600,1,6.0,16.0,4.0,22.0,2.0,3.0,2.0,11.0,2.0,1.0,,0.0,0.0,0.0,2.0,71.0,234
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,601,1,27.0,49.0,11.0,47.0,4.0,16.0,6.0,34.0,7.0,9.0,,3.0,0.0,1.0,12.0,226.0,569
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,602,1,23.0,51.0,13.0,25.0,2.0,17.0,1.0,16.0,3.0,10.0,,6.0,0.0,0.0,7.0,174.0,453
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,603,1,9.0,21.0,5.0,21.0,1.0,6.0,3.0,5.0,5.0,4.0,,2.0,0.0,0.0,5.0,87.0,332
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,604,2,23.0,65.0,44.0,64.0,14.0,17.0,9.0,38.0,10.0,8.0,,11.0,0.0,0.0,20.0,323.0,777
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,605,1,20.0,24.0,6.0,22.0,5.0,17.0,3.0,25.0,6.0,5.0,,1.0,0.0,0.0,13.0,147.0,495
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,606,1,17.0,44.0,8.0,20.0,24.0,30.0,9.0,31.0,5.0,7.0,,3.0,0.0,1.0,20.0,219.0,645
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,607,1,29.0,39.0,13.0,35.0,7.0,23.0,18.0,44.0,10.0,11.0,,7.0,0.0,0.0,17.0,253.0,638
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,608,1,13.0,38.0,15.0,18.0,3.0,25.0,4.0,36.0,8.0,5.0,,7.0,0.0,0.0,20.0,192.0,508
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,609,1,26.0,53.0,9.0,20.0,3.0,14.0,8.0,29.0,13.0,18.0,,4.0,0.0,1.0,7.0,205.0,624
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,610,1,20.0,35.0,10.0,18.0,6.0,26.0,7.0,34.0,18.0,13.0,,0.0,0.0,0.0,17.0,204.0,507
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,611,1,41.0,50.0,15.0,19.0,4.0,25.0,13.0,40.0,22.0,20.0,,3.0,0.0,0.0,17.0,269.0,711
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,612,2,34.0,46.0,26.0,32.0,7.0,37.0,10.0,36.0,19.0,19.0,,2.0,0.0,0.0,12.0,280.0,785
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,613,1,17.0,36.0,7.0,27.0,4.0,14.0,10.0,46.0,7.0,16.0,,2.0,0.0,1.0,13.0,200.0,659
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,614,1,44.0,40.0,9.0,15.0,8.0,34.0,10.0,38.0,12.0,20.0,,2.0,0.0,0.0,15.0,247.0,584
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,615,1,30.0,29.0,13.0,23.0,5.0,38.0,2.0,35.0,7.0,15.0,,1.0,0.0,2.0,23.0,223.0,563
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,616,1,46.0,43.0,9.0,23.0,6.0,27.0,10.0,41.0,14.0,18.0,,5.0,0.0,1.0,21.0,264.0,730
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,617,1,36.0,44.0,6.0,9.0,6.0,17.0,8.0,27.0,2.0,7.0,,2.0,0.0,1.0,9.0,174.0,625
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,618,1,13.0,31.0,21.0,66.0,3.0,4.0,3.0,12.0,7.0,8.0,,8.0,0.0,0.0,12.0,188.0,427
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,619,1,13.0,99.0,29.0,82.0,7.0,5.0,8.0,24.0,8.0,11.0,,22.0,0.0,0.0,16.0,324.0,747
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,620,2,17.0,79.0,15.0,81.0,6.0,9.0,5.0,26.0,7.0,3.0,,17.0,0.0,0.0,12.0,277.0,858
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,621,1,54.0,42.0,18.0,8.0,7.0,41.0,21.0,63.0,20.0,11.0,,2.0,0.0,0.0,26.0,313.0,735
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,622,1,57.0,28.0,24.0,9.0,7.0,48.0,17.0,31.0,21.0,18.0,,1.0,0.0,1.0,18.0,280.0,636
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,623,1,45.0,45.0,21.0,14.0,8.0,40.0,16.0,66.0,21.0,16.0,,3.0,0.0,0.0,19.0,314.0,750
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,624,1,12.0,23.0,13.0,8.0,3.0,23.0,7.0,18.0,13.0,9.0,,1.0,0.0,0.0,11.0,141.0,362
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,625,1,24.0,55.0,18.0,18.0,5.0,30.0,15.0,36.0,18.0,15.0,,4.0,0.0,0.0,14.0,252.0,670
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,626,9,551.0,313.0,110.0,85.0,55.0,336.0,98.0,269.0,139.0,139.0,,12.0,0.0,14.0,148.0,2269.0,6284
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,627,2,99.0,75.0,27.0,35.0,11.0,59.0,21.0,60.0,32.0,24.0,,2.0,0.0,3.0,35.0,483.0,1223
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,628,2,56.0,85.0,27.0,35.0,8.0,50.0,20.0,84.0,24.0,17.0,,5.0,0.0,0.0,26.0,437.0,1362
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,629,2,45.0,49.0,20.0,33.0,2.0,40.0,12.0,38.0,15.0,8.0,,3.0,0.0,2.0,14.0,281.0,794
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,630,1,6.0,42.0,18.0,73.0,2.0,1.0,0.0,10.0,3.0,1.0,,8.0,0.0,0.0,16.0,180.0,408
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,631,3,42.0,186.0,32.0,217.0,28.0,6.0,9.0,64.0,17.0,16.0,,43.0,0.0,0.0,44.0,704.0,1798
3,23,QUINTANA ROO,1,SOLIDARIDAD,1,BENITO JUAREZ,632,4,54.0,151.0,27.0,87.0,36.0,66.0,19.0,103.0,35.0,39.0,,22.0,0.0,1.0,31.0,671.0,2347
